transaction_id,account_id,transaction_date,transaction_type,transaction_amount,transaction_direction,transaction_status,channel,merchant_category,amount_issue,transaction_month,transaction_year
TXN54888,ACC21918,2025-04-05 03:28:00,UPI,229.06,Credit,Successful,Internet Banking,Other,Valid,April,2025
TXN54889,ACC23330,2025-03-25 19:54:00,Bill Payment,1363.68,Debit,Successful,Mobile App,Travel,Valid,March,2025
TXN54890,ACC21155,2025-07-13 20:15:00,ATM,725.71,Credit,Successful,POS,Education,Valid,July,2025
TXN54891,ACC23550,2025-08-27 03:24:00,UPI,981.93,Debit,Successful,Mobile App,Groceries,Valid,August,2025
TXN54892,ACC25566,2025-04-27 16:26:00,UPI,542.55,Credit,Successful,Mobile App,Other,Valid,April,2025
TXN54893,ACC22078,2025-05-25 01:15:00,UPI,1137.43,Debit,Pending,Internet Banking,Travel,Valid,May,2025
TXN54894,ACC23315,2025-07-03 22:51:00,UPI,3982.6,Debit,Failed,Mobile App,Dining,Valid,July,2025
TXN54895,ACC20499,2025-05-07 05:31:00,NEFT,10062.02,Credit,Successful,POS,Entertainment,Valid,May,2025
TXN54896,ACC22100,2025-02-08 06:57:00,ATM,1804.07,Credit,Successful,POS,Travel,Valid,February,2025
TXN54897,ACC21547,2025-01-18 03:21:00,Cash Deposit,992.23,Debit,Successful,Mobile App,Entertainment,Valid,January,2025
TXN54898,ACC25766,2025-09-19 00:26:00,Bill Payment,799.32,Credit,Successful,Mobile App,Shopping,Valid,September,2025
TXN54899,ACC23131,2025-10-01 03:20:00,IMPS,2214.02,Debit,Successful,ATM,Healthcare,Valid,October,2025
TXN54900,ACC22808,2025-01-04 01:29:00,UPI,1739.24,Credit,Successful,ATM,Dining,Valid,January,2025
TXN54901,ACC21443,2025-02-06 20:12:00,UPI,1480.96,Debit,Successful,Internet Banking,Other,Valid,February,2025
TXN54902,ACC23565,2025-10-18 00:31:00,Cash Withdrawal,7360.79,Debit,Failed,Mobile App,Utilities,Valid,October,2025
TXN54903,ACC21381,2025-08-15 20:46:00,NEFT,2590.12,Credit,Successful,Branch,Travel,Valid,August,2025
TXN54904,ACC25689,2025-07-17 16:00:00,UPI,2109.81,Credit,Failed,Mobile App,Shopping,Valid,July,2025
TXN54905,ACC24717,2025-11-06 18:27:00,POS,1013.09,Debit,Successful,Mobile App,Entertainment,Valid,November,2025
TXN54906,ACC22510,2025-07-29 14:34:00,UPI,4046.56,Debit,Successful,POS,Travel,Valid,July,2025
TXN54907,ACC22137,2025-06-04 08:12:00,Cash Withdrawal,1299.09,Credit,Pending,Mobile App,Other,Valid,June,2025
TXN54908,ACC23107,2025-06-07 08:00:00,UPI,818.64,Credit,Pending,Branch,Education,Valid,June,2025
TXN54909,ACC21520,2025-07-04 07:25:00,IMPS,3361.26,Debit,Successful,ATM,Fuel,Valid,July,2025
TXN54910,ACC24400,2025-12-08 03:47:00,ATM,2019.16,Credit,Successful,Internet Banking,Healthcare,Valid,December,2025
TXN54911,ACC20214,2025-01-14 14:54:00,IMPS,1741.63,Credit,Successful,Mobile App,Shopping,Valid,January,2025
TXN54912,ACC22747,2025-05-26 04:17:00,Bill Payment,2751.16,Credit,Successful,POS,Travel,Valid,May,2025
TXN54913,ACC24495,2025-11-30 15:02:00,UPI,1177.6,Credit,Successful,Mobile App,Utilities,Valid,November,2025
TXN54914,ACC22127,2025-01-17 09:43:00,NEFT,1480.83,Debit,Pending,POS,Entertainment,Valid,January,2025
TXN54915,ACC21208,2025-11-08 00:55:00,ATM,584.3,Debit,Successful,Mobile App,Groceries,Valid,November,2025
TXN54916,ACC21064,2025-04-28 11:11:00,NEFT,2818.9,Debit,Successful,Mobile App,Utilities,Valid,April,2025
TXN54917,ACC25410,2025-03-23 02:43:00,IMPS,1596.66,Credit,Successful,Internet Banking,Shopping,Valid,March,2025
TXN54918,ACC22433,2025-03-23 00:14:00,UPI,3969.78,Credit,Successful,POS,Fuel,Valid,March,2025
TXN54919,ACC24991,2025-10-17 14:07:00,POS,1776.0749999999998,Debit,Successful,Mobile App,Healthcare,Valid,October,2025
TXN54920,ACC22228,2025-10-19 04:09:00,Cash Deposit,1566.71,Debit,Reversed,Internet Banking,Other,Valid,October,2025
TXN54921,ACC22710,2025-07-19 01:29:00,ATM,3907.03,Credit,Successful,Internet Banking,Entertainment,Valid,July,2025
TXN54922,ACC22887,2025-08-22 02:11:00,POS,852.03,Debit,Successful,Internet Banking,Utilities,Valid,August,2025
TXN54923,ACC26000,2025-03-25 06:03:00,ATM,21761.27,Debit,Successful,POS,Fuel,Valid,March,2025
TXN54924,ACC23049,2025-12-02 12:00:00,IMPS,1961.69,Credit,Successful,Mobile App,Healthcare,Valid,December,2025
TXN54925,ACC22326,2025-09-05 22:56:00,POS,7035.96,Credit,Successful,POS,Other,Valid,September,2025
TXN54926,ACC23214,2025-08-26 08:57:00,POS,1694.33,Credit,Successful,POS,Utilities,Valid,August,2025
TXN54927,ACC20052,2025-08-24 23:46:00,ATM,5089.83,Debit,Successful,POS,Travel,Valid,August,2025
TXN54928,ACC25297,2025-04-21 08:52:00,UPI,2447.84,Credit,Successful,Mobile App,Utilities,Valid,April,2025
TXN54929,ACC22182,2025-12-09 15:08:00,ATM,638.73,Debit,Successful,Mobile App,Dining,Valid,December,2025
TXN54930,ACC24055,2025-02-08 07:36:00,POS,946.39,Credit,Successful,POS,Fuel,Valid,February,2025
TXN54931,ACC22812,2025-03-25 13:57:00,Cash Deposit,4315.37,Debit,Successful,Mobile App,Other,Valid,March,2025
TXN54932,ACC24450,2025-07-13 19:36:00,Bill Payment,6667.94,Credit,Successful,Mobile App,Travel,Valid,July,2025
TXN54933,ACC24081,2025-07-19 21:57:00,UPI,957.2,Debit,Successful,Internet Banking,Entertainment,Valid,July,2025
TXN54934,ACC24172,2025-08-27 18:13:00,Cash Withdrawal,1783.56,Debit,Successful,Branch,Shopping,Valid,August,2025
TXN54935,ACC23167,2025-04-03 01:09:00,ATM,436.12,Credit,Successful,Internet Banking,Fuel,Valid,April,2025
TXN54936,ACC24917,2025-06-24 14:42:00,IMPS,346.6,Credit,Successful,Mobile App,Utilities,Valid,June,2025
TXN54937,ACC23483,2025-07-27 12:57:00,IMPS,2642.56,Credit,Successful,Mobile App,Utilities,Valid,July,2025
TXN54938,ACC20064,2025-08-12 09:19:00,Cash Withdrawal,2414.09,Credit,Successful,POS,Other,Valid,August,2025
TXN54939,ACC24726,2025-07-05 00:52:00,Bill Payment,4060.53,Debit,Successful,Branch,Healthcare,Valid,July,2025
TXN54940,ACC25278,2025-12-02 14:30:00,UPI,337.99,Debit,Successful,Branch,Travel,Valid,December,2025
TXN54941,ACC23672,2025-11-19 04:53:00,UPI,10232.59,Debit,Successful,Mobile App,Education,Valid,November,2025
TXN54942,ACC21842,2025-04-23 06:38:00,NEFT,4199.46,Credit,Successful,Mobile App,Healthcare,Valid,April,2025
TXN54943,ACC22228,2025-01-22 19:07:00,ATM,4581.98,Credit,Successful,POS,Fuel,Valid,January,2025
TXN54944,ACC24235,2025-03-20 14:56:00,UPI,1817.67,Credit,Successful,ATM,Shopping,Valid,March,2025
TXN54945,ACC24439,2025-04-05 08:07:00,ATM,1588.03,Debit,Successful,Mobile App,Groceries,Valid,April,2025
TXN54946,ACC23908,2025-05-21 22:47:00,UPI,11969.69,Debit,Successful,POS,Fuel,Valid,May,2025
TXN54947,ACC20289,2025-01-11 21:34:00,NEFT,327.26,Debit,Successful,Internet Banking,Travel,Valid,January,2025
TXN54948,ACC25920,2025-03-18 11:00:00,ATM,1715.31,Debit,Successful,Mobile App,Travel,Valid,March,2025
TXN54949,ACC23627,2025-06-30 20:12:00,ATM,6159.33,Credit,Successful,Internet Banking,Shopping,Valid,June,2025
TXN54950,ACC25657,2025-02-12 14:27:00,UPI,1253.19,Credit,Successful,Mobile App,Travel,Valid,February,2025
TXN54951,ACC24841,2025-08-25 22:24:00,ATM,2439.9,Credit,Successful,POS,Education,Valid,August,2025
TXN54952,ACC24439,2025-11-27 10:56:00,ATM,4393.52,Credit,Successful,POS,Education,Valid,November,2025
TXN54953,ACC20179,2025-05-13 13:06:00,Cash Withdrawal,5110.26,Credit,Successful,Mobile App,Other,Valid,May,2025
TXN54954,ACC23140,2025-10-02 12:17:00,Bill Payment,1080.14,Credit,Successful,POS,Dining,Valid,October,2025
TXN54955,ACC24694,2025-11-02 09:20:00,ATM,3313.2,Debit,Successful,POS,Groceries,Valid,November,2025
TXN54956,ACC25130,2025-08-17 14:42:00,IMPS,12286.58,Debit,Successful,POS,Fuel,Valid,August,2025
TXN54957,ACC22211,2025-01-22 16:47:00,NEFT,8841.89,Credit,Successful,ATM,Dining,Valid,January,2025
TXN54958,ACC24682,2025-02-18 20:58:00,Bill Payment,757.72,Credit,Successful,Branch,Entertainment,Valid,February,2025
TXN54959,ACC21009,2025-03-30 07:50:00,UPI,3648.62,Credit,Pending,POS,Utilities,Valid,March,2025
TXN54960,ACC25390,2025-02-06 03:56:00,Cash Deposit,267.47,Debit,Successful,POS,Groceries,Valid,February,2025
TXN54961,ACC21299,2025-05-07 12:26:00,IMPS,15180.93,Debit,Successful,Mobile App,Utilities,Valid,May,2025
TXN54962,ACC20296,2025-01-28 12:49:00,UPI,1940.52,Debit,Successful,Internet Banking,Healthcare,Valid,January,2025
TXN54963,ACC23492,2025-01-25 09:12:00,UPI,4201.5,Debit,Successful,Branch,Education,Valid,January,2025
TXN54964,ACC25701,2025-06-01 05:22:00,POS,1280.04,Debit,Successful,ATM,Shopping,Valid,June,2025
TXN54965,ACC23086,2025-07-04 02:20:00,UPI,2724.44,Credit,Successful,Mobile App,Groceries,Valid,July,2025
TXN54966,ACC21741,2025-02-18 02:05:00,ATM,5189.93,Debit,Successful,POS,Entertainment,Valid,February,2025
TXN54967,ACC25116,2025-10-20 07:59:00,NEFT,1478.28,Credit,Successful,Internet Banking,Fuel,Valid,October,2025
TXN54968,ACC23153,2025-11-19 01:43:00,UPI,9565.9,Debit,Successful,ATM,Education,Valid,November,2025
TXN54969,ACC25626,2025-09-20 09:34:00,ATM,1276.93,Debit,Successful,Internet Banking,Utilities,Valid,September,2025
TXN54970,ACC20149,2025-10-19 01:11:00,POS,2280.84,Credit,Successful,POS,Shopping,Valid,October,2025
TXN54971,ACC22825,2025-06-16 12:39:00,POS,1163.0,Credit,Successful,Mobile App,Dining,Valid,June,2025
TXN54972,ACC22435,2025-03-21 21:18:00,UPI,5508.49,Debit,Failed,Internet Banking,Other,Valid,March,2025
TXN54973,ACC25210,2025-02-01 00:36:00,Bill Payment,813.56,Debit,Successful,Internet Banking,Healthcare,Valid,February,2025
TXN54974,ACC21294,2025-06-29 14:38:00,ATM,1433.65,Credit,Successful,Mobile App,Other,Valid,June,2025
TXN54975,ACC20572,2025-11-25 10:40:00,ATM,715.35,Credit,Successful,Branch,Healthcare,Valid,November,2025
TXN54976,ACC21851,2025-03-08 19:41:00,POS,10364.94,Credit,Successful,Mobile App,Fuel,Valid,March,2025
TXN54977,ACC21621,2025-01-21 00:34:00,NEFT,1446.62,Credit,Successful,POS,Education,Valid,January,2025
TXN54978,ACC22228,2025-03-03 13:29:00,ATM,938.23,Debit,Successful,POS,Other,Valid,March,2025
TXN54979,ACC22644,2025-06-08 16:44:00,POS,2501.2,Credit,Successful,Mobile App,Groceries,Valid,June,2025
TXN54980,ACC20248,2025-09-20 10:54:00,Cash Withdrawal,2434.74,Debit,Successful,POS,Shopping,Valid,September,2025
TXN54981,ACC21926,2025-04-04 02:57:00,Cash Withdrawal,648.44,Debit,Successful,POS,Travel,Valid,April,2025
TXN54982,ACC23592,2025-05-24 10:04:00,Bill Payment,2025.73,Debit,Successful,Mobile App,Fuel,Valid,May,2025
TXN54983,ACC22625,2025-10-31 00:58:00,IMPS,7785.61,Debit,Successful,Internet Banking,Healthcare,Valid,October,2025
TXN54984,ACC22989,2025-07-08 10:28:00,POS,376.27,Debit,Successful,Mobile App,Dining,Valid,July,2025
TXN54985,ACC22174,2025-11-23 22:06:00,Bill Payment,2021.67,Credit,Successful,POS,Groceries,Valid,November,2025
TXN54986,ACC23294,2025-12-18 15:18:00,NEFT,892.86,Debit,Successful,ATM,Travel,Valid,December,2025
TXN54987,ACC23192,2025-01-23 06:50:00,IMPS,332.18,Debit,Successful,Mobile App,Shopping,Valid,January,2025
TXN54988,ACC23347,2025-07-15 04:27:00,ATM,1428.78,Credit,Failed,Branch,Entertainment,Valid,July,2025
TXN54989,ACC23290,2025-07-07 22:19:00,UPI,5790.77,Credit,Successful,Internet Banking,Fuel,Valid,July,2025
TXN54990,ACC21988,2025-01-02 17:43:00,IMPS,6401.11,Debit,Successful,POS,Entertainment,Valid,January,2025
TXN54991,ACC20172,2025-06-12 20:12:00,POS,2061.43,Debit,Successful,Internet Banking,Healthcare,Valid,June,2025
TXN54992,ACC25669,2025-12-27 10:07:00,POS,3906.84,Debit,Successful,Internet Banking,Groceries,Valid,December,2025
TXN54993,ACC20215,2025-03-11 02:41:00,UPI,647.91,Credit,Successful,ATM,Other,Valid,March,2025
TXN54994,ACC24172,2025-05-27 06:45:00,NEFT,759.93,Credit,Successful,ATM,Shopping,Valid,May,2025
TXN54995,ACC25911,2025-01-03 20:14:00,IMPS,6024.06,Debit,Successful,ATM,Groceries,Valid,January,2025
TXN54996,ACC24715,2025-06-29 04:52:00,Bill Payment,1088.25,Debit,Successful,ATM,Other,Valid,June,2025
TXN54997,ACC22161,2025-02-06 05:11:00,POS,1149.23,Credit,Successful,Mobile App,Shopping,Valid,February,2025
TXN54998,ACC24731,2025-08-11 01:38:00,POS,2720.05,Debit,Reversed,POS,Dining,Valid,August,2025
TXN54999,ACC22467,2025-09-16 17:15:00,IMPS,1090.14,Credit,Successful,POS,Shopping,Valid,September,2025
TXN55000,ACC20226,2025-06-30 17:02:00,NEFT,4233.08,Debit,Pending,POS,Travel,Valid,June,2025
TXN55001,ACC23156,2025-04-27 00:26:00,POS,1307.88,Credit,Successful,ATM,Entertainment,Valid,April,2025
TXN55002,ACC25813,2025-04-20 10:43:00,UPI,370.73,Debit,Successful,Internet Banking,Travel,Valid,April,2025
TXN55003,ACC24606,2025-11-21 15:16:00,UPI,4059.23,Credit,Successful,Branch,Groceries,Valid,November,2025
TXN55004,ACC21057,2025-09-21 19:48:00,POS,3351.53,Debit,Successful,POS,Dining,Valid,September,2025
TXN55005,ACC22346,2025-03-08 20:49:00,IMPS,331.12,Debit,Failed,Branch,Education,Valid,March,2025
TXN55006,ACC22253,2025-07-21 17:58:00,ATM,890.93,Debit,Successful,ATM,Groceries,Valid,July,2025
TXN55007,ACC24392,2025-09-26 18:48:00,UPI,1208.51,Debit,Successful,Mobile App,Travel,Valid,September,2025
TXN55008,ACC25550,2025-03-31 22:22:00,UPI,1213.11,Debit,Pending,Branch,Fuel,Valid,March,2025
TXN55009,ACC21271,2025-07-28 22:48:00,Cash Deposit,1001.03,Debit,Successful,Mobile App,Groceries,Valid,July,2025
TXN55010,ACC25058,2025-02-06 14:31:00,POS,565.45,Debit,Successful,Mobile App,Healthcare,Valid,February,2025
TXN55011,ACC20747,2025-10-16 12:30:00,NEFT,138.57,Debit,Successful,Mobile App,Utilities,Valid,October,2025
TXN55012,ACC23344,2025-03-25 13:41:00,ATM,5394.48,Credit,Successful,POS,Fuel,Valid,March,2025
TXN55013,ACC25886,2025-09-08 00:07:00,NEFT,543.18,Credit,Pending,POS,Shopping,Valid,September,2025
TXN55014,ACC23374,2025-11-27 07:23:00,UPI,9799.77,Debit,Successful,Internet Banking,Groceries,Valid,November,2025
TXN55015,ACC23420,2025-09-05 04:28:00,Cash Deposit,875.74,Debit,Successful,Mobile App,Education,Valid,September,2025
TXN55016,ACC20282,2025-05-20 13:28:00,IMPS,1550.34,Debit,Successful,ATM,Education,Valid,May,2025
TXN55017,ACC23524,2025-02-15 00:03:00,POS,594.23,Credit,Failed,Mobile App,Entertainment,Valid,February,2025
TXN55018,ACC25311,2025-12-29 17:38:00,Cash Deposit,1787.65,Debit,Failed,Branch,Education,Valid,December,2025
TXN55019,ACC23492,2025-09-10 12:07:00,UPI,926.59,Credit,Successful,Mobile App,Travel,Valid,September,2025
TXN55020,ACC25760,2025-07-15 17:36:00,NEFT,887.36,Debit,Successful,POS,Fuel,Valid,July,2025
TXN55021,ACC21615,2025-12-03 08:31:00,UPI,5614.99,Debit,Successful,Branch,Utilities,Valid,December,2025
TXN55022,ACC22473,2025-10-21 10:31:00,IMPS,2127.99,Credit,Successful,Internet Banking,Dining,Valid,October,2025
TXN55023,ACC20304,2025-10-17 00:59:00,UPI,910.27,Credit,Successful,POS,Shopping,Valid,October,2025
TXN55024,ACC25393,2025-03-23 18:47:00,UPI,3198.34,Credit,Successful,Mobile App,Education,Valid,March,2025
TXN55025,ACC25242,2025-05-29 15:01:00,ATM,4268.59,Debit,Successful,Mobile App,Utilities,Valid,May,2025
TXN55026,ACC23588,2025-05-03 04:58:00,IMPS,1285.45,Debit,Successful,Mobile App,Groceries,Valid,May,2025
TXN55027,ACC22164,2025-01-17 03:11:00,IMPS,1501.56,Debit,Successful,Mobile App,Groceries,Valid,January,2025
TXN55028,ACC24100,2025-07-04 09:57:00,UPI,148.58,Debit,Successful,POS,Shopping,Valid,July,2025
TXN55029,ACC22891,2025-03-12 14:12:00,POS,2338.38,Debit,Successful,POS,Education,Valid,March,2025
TXN55030,ACC24156,2025-02-07 13:06:00,UPI,69.51,Credit,Successful,POS,Healthcare,Valid,February,2025
TXN55031,ACC23318,2025-03-04 03:07:00,POS,1081.01,Debit,Pending,Branch,Groceries,Valid,March,2025
TXN55032,ACC23323,2025-06-30 23:58:00,IMPS,677.43,Debit,Successful,POS,Utilities,Valid,June,2025
TXN55033,ACC23798,2025-08-21 03:39:00,POS,263.48,Debit,Successful,Internet Banking,Healthcare,Valid,August,2025
TXN55034,ACC22830,2025-05-20 19:21:00,ATM,2650.75,Debit,Reversed,Internet Banking,Dining,Valid,May,2025
TXN55035,ACC25253,2025-07-12 17:25:00,Cash Deposit,1442.7,Credit,Successful,Internet Banking,Utilities,Valid,July,2025
TXN55036,ACC24191,2025-09-24 09:15:00,UPI,2505.93,Debit,Successful,Internet Banking,Utilities,Valid,September,2025
TXN55037,ACC22088,2025-06-06 20:02:00,UPI,2611.98,Debit,Successful,Internet Banking,Groceries,Valid,June,2025
TXN55039,ACC25000,2025-05-22 22:42:00,UPI,435.76,Debit,Successful,POS,Shopping,Valid,May,2025
TXN55040,ACC24612,2025-10-15 03:46:00,UPI,1225.72,Credit,Successful,Mobile App,Fuel,Valid,October,2025
TXN55041,ACC21701,2025-02-27 20:04:00,POS,503.68,Debit,Reversed,Mobile App,Other,Valid,February,2025
TXN55042,ACC21646,2025-05-08 15:16:00,Cash Deposit,1671.08,Debit,Successful,ATM,Dining,Valid,May,2025
TXN55043,ACC25179,2025-01-26 03:46:00,POS,1038.43,Debit,Pending,POS,Utilities,Valid,January,2025
TXN55044,ACC24909,2025-09-06 14:06:00,POS,2041.62,Debit,Successful,POS,Groceries,Valid,September,2025
TXN55045,ACC22289,2025-06-09 21:28:00,IMPS,679.02,Debit,Successful,Mobile App,Utilities,Valid,June,2025
TXN55046,ACC20339,2025-07-06 08:00:00,UPI,269.37,Debit,Successful,Mobile App,Education,Valid,July,2025
TXN55047,ACC25588,2025-03-11 07:38:00,Cash Deposit,1601.98,Debit,Reversed,Mobile App,Education,Valid,March,2025
TXN55048,ACC20963,2025-01-25 16:34:00,UPI,7851.03,Credit,Pending,Branch,Shopping,Valid,January,2025
TXN55049,ACC25122,2025-08-07 18:28:00,Cash Deposit,29284.73,Debit,Successful,Mobile App,Education,Valid,August,2025
TXN55050,ACC20316,2025-07-06 11:02:00,UPI,1560.16,Credit,Successful,Mobile App,Groceries,Valid,July,2025
TXN55051,ACC25748,2025-09-15 18:36:00,UPI,332.0,Credit,Successful,ATM,Shopping,Valid,September,2025
TXN55052,ACC20678,2025-10-21 09:25:00,POS,1015.43,Credit,Successful,POS,Healthcare,Valid,October,2025
TXN55053,ACC23574,2025-03-15 05:10:00,ATM,716.25,Credit,Successful,Mobile App,Shopping,Valid,March,2025
TXN55054,ACC22996,2025-08-05 07:05:00,ATM,3400.71,Debit,Successful,Mobile App,Healthcare,Valid,August,2025
TXN55055,ACC20897,2025-04-06 05:46:00,ATM,524.73,Credit,Successful,Internet Banking,Travel,Valid,April,2025
TXN55056,ACC24261,2025-07-03 21:36:00,POS,3968.59,Credit,Reversed,Mobile App,Groceries,Valid,July,2025
TXN55057,ACC25302,2025-04-25 18:27:00,POS,2973.49,Credit,Successful,Branch,Dining,Valid,April,2025
TXN55058,ACC21669,2025-07-24 14:38:00,IMPS,781.37,Debit,Successful,POS,Utilities,Valid,July,2025
TXN55059,ACC23147,2025-02-17 04:01:00,Cash Deposit,3352.16,Debit,Successful,Branch,Shopping,Valid,February,2025
TXN55060,ACC21004,2025-11-06 02:26:00,POS,5777.62,Debit,Successful,ATM,Entertainment,Valid,November,2025
TXN55061,ACC25420,2025-06-11 01:29:00,UPI,1940.84,Credit,Successful,Internet Banking,Shopping,Valid,June,2025
TXN55062,ACC23079,2025-07-26 15:51:00,IMPS,1999.97,Debit,Successful,POS,Entertainment,Valid,July,2025
TXN55063,ACC24753,2025-07-28 16:43:00,UPI,644.42,Debit,Pending,ATM,Education,Valid,July,2025
TXN55064,ACC25932,2025-05-03 14:50:00,UPI,9191.73,Debit,Successful,Internet Banking,Utilities,Valid,May,2025
TXN55065,ACC25176,2025-05-16 07:33:00,IMPS,980.27,Credit,Successful,POS,Travel,Valid,May,2025
TXN55066,ACC25653,2025-02-05 19:09:00,ATM,458.42,Credit,Successful,Mobile App,Travel,Valid,February,2025
TXN55067,ACC20214,2025-02-18 09:10:00,UPI,2494.26,Credit,Successful,POS,Education,Valid,February,2025
TXN55068,ACC24576,2025-08-26 04:28:00,POS,488.45,Debit,Successful,Mobile App,Groceries,Valid,August,2025
TXN55069,ACC22901,2025-10-14 14:55:00,Cash Withdrawal,385.6,Debit,Successful,ATM,Fuel,Valid,October,2025
TXN55070,ACC24123,2025-11-22 07:31:00,UPI,438.74,Debit,Successful,POS,Utilities,Valid,November,2025
TXN55071,ACC23694,2025-01-06 21:49:00,IMPS,3591.77,Credit,Successful,Mobile App,Entertainment,Valid,January,2025
TXN55072,ACC21305,2025-01-10 12:43:00,POS,5115.95,Debit,Successful,Internet Banking,Travel,Valid,January,2025
TXN55073,ACC24202,2025-03-24 12:40:00,UPI,4682.32,Debit,Successful,Mobile App,Utilities,Valid,March,2025
TXN55074,ACC20733,2025-04-17 19:35:00,POS,1776.0749999999998,Debit,Successful,Mobile App,Groceries,Valid,April,2025
TXN55075,ACC21832,2025-11-05 01:39:00,Bill Payment,8135.4,Debit,Successful,Mobile App,Shopping,Valid,November,2025
TXN55076,ACC21445,2025-02-06 11:45:00,Cash Deposit,248.87,Debit,Successful,Internet Banking,Utilities,Valid,February,2025
TXN55077,ACC22560,2025-04-26 18:55:00,POS,132.66,Credit,Successful,Internet Banking,Dining,Valid,April,2025
TXN55078,ACC22628,2025-05-31 08:50:00,NEFT,8524.94,Credit,Successful,Mobile App,Groceries,Valid,May,2025
TXN55079,ACC23101,2025-02-12 07:25:00,Cash Deposit,662.99,Debit,Failed,Mobile App,Shopping,Valid,February,2025
TXN55080,ACC22610,2025-10-11 15:04:00,ATM,3063.36,Credit,Successful,Mobile App,Other,Valid,October,2025
TXN55081,ACC22074,2025-08-07 22:33:00,UPI,385.97,Debit,Successful,POS,Groceries,Valid,August,2025
TXN55082,ACC22276,2025-08-27 06:15:00,POS,3856.88,Debit,Successful,Branch,Fuel,Valid,August,2025
TXN55083,ACC24631,2025-08-28 22:31:00,ATM,1988.16,Debit,Failed,Mobile App,Healthcare,Valid,August,2025
TXN55084,ACC23133,2025-01-11 14:37:00,ATM,2052.99,Debit,Reversed,POS,Other,Valid,January,2025
TXN55085,ACC23248,2025-06-17 00:18:00,UPI,3522.83,Debit,Successful,Mobile App,Dining,Valid,June,2025
TXN55086,ACC25340,2025-05-03 13:48:00,Cash Deposit,2139.13,Debit,Successful,POS,Utilities,Valid,May,2025
TXN55087,ACC20045,2025-10-08 18:07:00,POS,4661.05,Credit,Successful,Mobile App,Other,Valid,October,2025
TXN55088,ACC23284,2025-06-27 00:38:00,UPI,1366.24,Debit,Successful,Mobile App,Entertainment,Valid,June,2025
TXN55089,ACC22466,2025-04-16 07:50:00,Cash Deposit,6676.51,Credit,Successful,Internet Banking,Groceries,Valid,April,2025
TXN55090,ACC22094,2025-09-13 05:45:00,UPI,635.41,Debit,Successful,Branch,Utilities,Valid,September,2025
TXN55091,ACC20049,2025-03-18 08:06:00,Cash Deposit,1394.99,Credit,Successful,Mobile App,Shopping,Valid,March,2025
TXN55092,ACC23106,2025-02-08 06:58:00,Bill Payment,2276.84,Debit,Successful,ATM,Groceries,Valid,February,2025
TXN55093,ACC22409,2025-08-20 04:44:00,ATM,7612.47,Debit,Successful,POS,Entertainment,Valid,August,2025
TXN55094,ACC25346,2025-03-22 21:36:00,ATM,13603.49,Debit,Successful,Mobile App,Dining,Valid,March,2025
TXN55095,ACC25487,2025-08-14 01:25:00,Cash Deposit,822.93,Credit,Successful,Mobile App,Groceries,Valid,August,2025
TXN55096,ACC25587,2025-04-11 07:32:00,IMPS,1178.94,Debit,Successful,Branch,Groceries,Valid,April,2025
TXN55097,ACC23085,2025-02-15 00:00:00,NEFT,3362.81,Debit,Successful,Mobile App,Entertainment,Valid,February,2025
TXN55098,ACC20292,2025-12-08 01:50:00,POS,5955.14,Debit,Successful,Branch,Utilities,Valid,December,2025
TXN55099,ACC20676,2025-02-11 18:55:00,UPI,1131.6,Credit,Successful,Internet Banking,Education,Valid,February,2025
TXN55100,ACC22213,2025-03-03 20:25:00,UPI,406.53,Debit,Successful,Internet Banking,Fuel,Valid,March,2025
TXN55101,ACC22684,2025-10-30 22:06:00,UPI,1408.4,Debit,Successful,Mobile App,Healthcare,Valid,October,2025
TXN55102,ACC24660,2025-03-08 16:16:00,UPI,585.21,Credit,Successful,Mobile App,Utilities,Valid,March,2025
TXN55103,ACC22018,2025-01-26 22:57:00,NEFT,722.71,Debit,Pending,Internet Banking,Utilities,Valid,January,2025
TXN55104,ACC20129,2025-05-04 10:14:00,UPI,255.41,Credit,Successful,POS,Utilities,Valid,May,2025
TXN55105,ACC22970,2025-05-22 12:31:00,POS,479.86,Debit,Successful,POS,Travel,Valid,May,2025
TXN55106,ACC22265,2025-01-05 11:14:00,POS,1628.7,Debit,Successful,Internet Banking,Healthcare,Valid,January,2025
TXN55107,ACC21952,2025-07-16 00:21:00,ATM,1106.83,Debit,Successful,Internet Banking,Fuel,Valid,July,2025
TXN55108,ACC22790,2025-03-23 14:04:00,Bill Payment,2459.48,Credit,Successful,POS,Fuel,Valid,March,2025
TXN55109,ACC20475,2025-08-10 06:16:00,POS,10088.79,Debit,Successful,POS,Groceries,Valid,August,2025
TXN55110,ACC25942,2025-09-10 03:18:00,ATM,16746.78,Debit,Successful,POS,Fuel,Valid,September,2025
TXN55111,ACC20193,2025-07-05 16:37:00,UPI,910.24,Debit,Successful,Mobile App,Dining,Valid,July,2025
TXN55112,ACC25563,2025-01-29 05:55:00,UPI,4961.45,Debit,Successful,POS,Entertainment,Valid,January,2025
TXN55113,ACC24439,2025-04-08 03:58:00,POS,509.2,Credit,Successful,Branch,Groceries,Valid,April,2025
TXN55114,ACC23730,2025-01-29 06:23:00,NEFT,1992.34,Debit,Successful,Internet Banking,Utilities,Valid,January,2025
TXN55115,ACC24887,2025-04-24 10:30:00,POS,424.63,Debit,Successful,ATM,Fuel,Valid,April,2025
