customer_id,age,gender,city,occupation,annual_income,signup_date,customer_segment,age_group,income_category
CUST10687,42,Male,Madurai,Salaried,519800.0,2021-03-16,Mass Market,Middle Age,Medium
CUST10688,36,Female,Salem,Freelancer,733600.0,2021-07-09,Mass Market,Adult,High
CUST10689,36,Female,Tirunelveli,Self-Employed,252200.0,2021-10-19,Mass Market,Adult,Low
CUST10690,22,Female,Thanjavur,Self-Employed,844900.0,2022-05-06,Premium,Young Adult,High
CUST10691,57,Female,Pune,Salaried,88400.0,2024-10-03,Mass Market,Middle Age,Low
CUST10692,22,Male,Vellore,Salaried,621900.0,2022-09-20,Affluent,Young Adult,Medium
CUST10693,33,Male,Chennai,Salaried,327900.0,2024-06-11,Mass Market,Adult,Low
CUST10694,41,Female,Erode,Salaried,1319700.0,2026-04-13,Affluent,Middle Age,High
CUST10695,37,Female,Chennai,Salaried,553450.0,2023-09-19,Premium,Adult,Medium
CUST10696,28,Male,Trichy,Freelancer,3187600.0,2024-08-12,Mass Market,Adult,High
CUST10697,45,Female,Delhi,Salaried,245400.0,2026-04-04,Mass Market,Middle Age,Low
CUST10698,54,Male,Pune,Salaried,540800.0,2023-09-21,Mass Market,Middle Age,Medium
CUST10699,31,Male,Thanjavur,Student,268900.0,2025-06-27,Affluent,Adult,Low
CUST10700,38,Male,Coimbatore,Student,196300.0,2023-09-04,Mass Market,Adult,Low
CUST10701,18,Female,Delhi,Student,553450.0,2024-07-04,Mass Market,Young Adult,Medium
CUST10702,35,Male,Delhi,Self-Employed,837700.0,2025-09-12,Mass Market,Adult,High
CUST10703,41,Female,Chennai,Self-Employed,569400.0,2021-06-19,Mass Market,Middle Age,Medium
CUST10704,37,Other,Tirunelveli,Business Owner,703000.0,2026-06-26,Young Adult,Adult,Medium
CUST10705,23,Female,Coimbatore,Student,810600.0,2023-10-18,Mass Market,Young Adult,High
CUST10706,26,Male,Delhi,Business Owner,634000.0,2023-01-25,Affluent,Adult,Medium
CUST10707,35,Female,Trichy,Self-Employed,777000.0,2025-12-02,Mass Market,Adult,High
CUST10708,34,Female,Bengaluru,Freelancer,263200.0,2023-02-12,Premium,Adult,Low
CUST10709,40,Female,Mumbai,Salaried,870700.0,2022-04-11,Affluent,Adult,High
CUST10710,40,Male,Bengaluru,Salaried,706400.0,2026-05-05,Mass Market,Adult,Medium
CUST10711,34,Male,Kochi,Salaried,709800.0,2025-04-13,Premium,Adult,Medium
CUST10712,25,Female,Vellore,Salaried,511900.0,2026-06-01,Affluent,Young Adult,Medium
CUST10713,46,Male,Trichy,Student,315700.0,2021-03-08,Premium,Middle Age,Low
CUST10714,46,Female,Mumbai,Business Owner,588400.0,2026-08-06,Young Adult,Middle Age,Medium
CUST10715,37,Male,Trichy,Salaried,604100.0,2023-06-15,Mass Market,Adult,Medium
CUST10716,41,Male,Salem,Salaried,553450.0,2025-04-25,Mass Market,Middle Age,Medium
CUST10717,42,Female,Vellore,Salaried,3095700.0,2021-05-20,Affluent,Middle Age,High
CUST10718,67,Female,Trichy,Salaried,1345600.0,2026-03-22,Affluent,Senior,High
CUST10719,47,Female,Vellore,Salaried,288700.0,2022-07-29,Young Adult,Middle Age,Low
CUST10720,36,Male,Delhi,Retired,779200.0,2024-04-21,Affluent,Adult,High
CUST10721,22,Female,Kochi,Salaried,895600.0,2023-09-15,Affluent,Young Adult,High
CUST10722,27,Female,Erode,Salaried,3398000.0,2024-07-09,Mass Market,Adult,High
CUST10723,35,Male,Coimbatore,Salaried,255800.0,2023-12-31,Mass Market,Adult,Low
CUST10724,33,Male,Salem,Student,1999200.0,2025-11-04,Affluent,Adult,High
CUST10725,33,Female,Mumbai,Self-Employed,777600.0,2021-04-18,Premium,Adult,High
CUST10726,39,Male,Salem,Retired,653100.0,2024-12-18,Mass Market,Adult,Medium
CUST10727,33,Female,Kochi,Self-Employed,964200.0,2022-11-13,Premium,Adult,High
CUST10728,47,Female,Kochi,Student,291200.0,2022-05-16,Mass Market,Middle Age,Low
CUST10729,29,Female,Tirunelveli,Salaried,526700.0,2025-02-18,Mass Market,Adult,Medium
CUST10730,56,Female,Thanjavur,Salaried,264900.0,2023-06-08,Mass Market,Middle Age,Low
CUST10731,66,Female,Coimbatore,Freelancer,513000.0,2021-11-08,Premium,Senior,Medium
CUST10732,31,Male,Pune,Self-Employed,909600.0,2022-11-28,Mass Market,Adult,High
CUST10733,29,Male,Delhi,Student,441800.0,2026-02-17,Mass Market,Adult,Medium
CUST10734,46,Male,Pune,Salaried,734900.0,2025-07-19,Affluent,Middle Age,High
CUST10735,46,Female,Tirunelveli,Freelancer,862100.0,2022-03-31,Young Adult,Middle Age,High
CUST10736,42,Male,Delhi,Salaried,168500.0,2022-03-09,Mass Market,Middle Age,Low
CUST10737,46,Male,Pune,Salaried,128100.0,2025-08-31,Mass Market,Middle Age,Low
CUST10738,22,Male,Tirunelveli,Salaried,542900.0,2025-07-01,Affluent,Young Adult,Medium
CUST10739,29,Female,Delhi,Student,688500.0,2021-01-24,Young Adult,Adult,Medium
CUST10740,42,Female,Kochi,Student,234800.0,2023-09-28,Mass Market,Middle Age,Low
CUST10741,40,Male,Thanjavur,Student,231500.0,2023-03-17,Mass Market,Adult,Low
CUST10742,40,Female,Pune,Salaried,673500.0,2021-07-29,Affluent,Adult,Medium
CUST10743,35,Female,Bengaluru,Freelancer,520800.0,2023-12-12,Mass Market,Adult,Medium
CUST10744,20,Male,Mumbai,Salaried,202100.0,2022-11-24,Mass Market,Young Adult,Low
CUST10745,33,Male,Thanjavur,Salaried,553450.0,2023-12-28,Mass Market,Adult,Medium
CUST10746,53,Male,Pune,Self-Employed,1586700.0,2025-03-13,Mass Market,Middle Age,High
CUST10747,30,Male,Erode,Salaried,349600.0,2021-12-13,Young Adult,Adult,Low
CUST10748,47,Female,Hyderabad,Salaried,506400.0,2023-11-12,Premium,Middle Age,Medium
CUST10749,31,Female,Madurai,Salaried,6296200.0,2022-11-18,Mass Market,Adult,High
CUST10750,47,Female,Vellore,Freelancer,167100.0,2021-05-29,Mass Market,Middle Age,Low
CUST10751,53,Male,Hyderabad,Salaried,514500.0,2023-06-15,Young Adult,Middle Age,Medium
CUST10752,27,Female,Trichy,Student,827700.0,2022-04-19,Affluent,Adult,High
CUST10753,43,Female,Vellore,Self-Employed,400200.0,2026-01-07,Mass Market,Middle Age,Low
CUST10754,18,Male,Erode,Freelancer,553450.0,2021-05-26,Affluent,Young Adult,Medium
CUST10755,24,Male,Erode,Student,1017600.0,2024-12-27,Mass Market,Young Adult,High
CUST10756,36,Female,Kochi,Retired,553900.0,2026-03-28,Mass Market,Adult,Medium
CUST10757,43,Male,Erode,Self-Employed,789400.0,2021-05-22,Young Adult,Middle Age,High
CUST10758,36,Female,Chennai,Student,379200.0,2023-02-18,Premium,Adult,Low
CUST10759,39,Male,Madurai,Self-Employed,427300.0,2026-05-27,Premium,Adult,Low
CUST10760,43,Male,Bengaluru,Salaried,1253300.0,2021-07-12,Mass Market,Middle Age,High
CUST10761,37,Male,Hyderabad,Self-Employed,209500.0,2024-04-08,Mass Market,Adult,Low
CUST10762,43,Male,Salem,Business Owner,836800.0,2022-01-09,Mass Market,Middle Age,High
CUST10763,48,Male,Erode,Retired,400300.0,2022-11-21,Young Adult,Middle Age,Low
CUST10764,33,Male,Tirunelveli,Self-Employed,811100.0,2021-09-26,Mass Market,Adult,High
CUST10765,22,Female,Bengaluru,Salaried,541400.0,2024-02-18,Mass Market,Young Adult,Medium
CUST10766,24,Female,Hyderabad,Salaried,678900.0,2023-04-19,Affluent,Young Adult,Medium
CUST10767,30,Female,Tirunelveli,Salaried,794600.0,2021-01-30,Mass Market,Adult,High
CUST10768,18,Female,Hyderabad,Self-Employed,122300.0,2024-03-21,Mass Market,Young Adult,Low
CUST10769,43,Female,Thanjavur,Retired,693900.0,2021-06-28,Affluent,Middle Age,Medium
CUST10770,51,Female,Kochi,Salaried,503200.0,2026-04-15,Mass Market,Middle Age,Medium
CUST10771,29,Female,Madurai,Salaried,412500.0,2023-11-29,Affluent,Adult,Low
CUST10772,24,Female,Tirunelveli,Salaried,764800.0,2021-10-20,Mass Market,Young Adult,High
CUST10773,56,Female,Mumbai,Business Owner,1080800.0,2022-11-18,Mass Market,Middle Age,High
CUST10774,35,Male,Hyderabad,Business Owner,681000.0,2023-09-02,Mass Market,Adult,Medium
CUST10775,38,Female,Pune,Freelancer,1356400.0,2026-07-22,Premium,Adult,High
CUST10776,44,Female,Erode,Salaried,1164500.0,2021-08-07,Mass Market,Middle Age,High
CUST10777,37,Male,Bengaluru,Business Owner,548300.0,2024-12-12,Mass Market,Adult,Medium
CUST10778,36,Male,Madurai,Salaried,595600.0,2023-07-25,Premium,Adult,Medium
CUST10779,42,Female,Bengaluru,Retired,418300.0,2025-05-29,Mass Market,Middle Age,Low
CUST10780,34,Female,Salem,Student,553450.0,2026-03-16,Young Adult,Adult,Medium
CUST10781,32,Male,Coimbatore,Salaried,644200.0,2021-12-25,Mass Market,Adult,Medium
CUST10782,24,Female,Chennai,Freelancer,541700.0,2023-09-20,Mass Market,Young Adult,Medium
CUST10783,39,Male,Vellore,Retired,3941500.0,2021-05-09,Affluent,Adult,High
CUST10784,25,Male,Thanjavur,Salaried,723300.0,2021-03-03,Mass Market,Young Adult,High
CUST10785,30,Male,Delhi,Salaried,382600.0,2025-08-21,Premium,Adult,Low
CUST10786,58,Male,Trichy,Salaried,1583900.0,2025-04-30,Affluent,Middle Age,High
CUST10787,29,Male,Mumbai,Salaried,161200.0,2022-01-02,Mass Market,Adult,Low
CUST10788,59,Female,Thanjavur,Freelancer,440300.0,2025-12-12,Affluent,Middle Age,Medium
CUST10789,44,Female,Erode,Business Owner,1119900.0,2023-01-02,Mass Market,Middle Age,High
CUST10790,51,Female,Madurai,Salaried,149100.0,2022-12-04,Affluent,Middle Age,Low
CUST10791,42,Female,Delhi,Business Owner,545800.0,2023-08-29,Affluent,Middle Age,Medium
CUST10792,18,Female,Hyderabad,Self-Employed,557100.0,2022-11-06,Affluent,Young Adult,Medium
CUST10793,35,Male,Hyderabad,Freelancer,244900.0,2023-03-28,Affluent,Adult,Low
CUST10794,21,Male,Chennai,Student,677400.0,2024-10-12,Young Adult,Young Adult,Medium
CUST10795,29,Male,Erode,Retired,387600.0,2025-06-26,Mass Market,Adult,Low
CUST10796,53,Female,Tirunelveli,Business Owner,604000.0,2024-02-17,Mass Market,Middle Age,Medium
CUST10797,35,Male,Erode,Salaried,714700.0,2022-11-23,Mass Market,Adult,High
CUST10798,26,Male,Coimbatore,Self-Employed,532700.0,2026-04-02,Premium,Adult,Medium
CUST10799,36,Male,Chennai,Salaried,565700.0,2022-01-14,Young Adult,Adult,Medium
CUST10800,36,Female,Bengaluru,Salaried,787400.0,2021-03-19,Young Adult,Adult,High
CUST10801,43,Male,Pune,Salaried,944800.0,2024-11-11,Mass Market,Middle Age,High
CUST10802,49,Male,Coimbatore,Salaried,116900.0,2021-11-01,Premium,Middle Age,Low
CUST10803,24,Female,Thanjavur,Salaried,233800.0,2022-06-18,Mass Market,Young Adult,Low
CUST10804,27,Male,Thanjavur,Self-Employed,1455900.0,2023-09-24,Premium,Adult,High
CUST10805,19,Male,Thanjavur,Retired,213500.0,2026-04-27,Mass Market,Young Adult,Low
CUST10806,51,Female,Thanjavur,Salaried,567100.0,2022-09-03,Premium,Middle Age,Medium
CUST10807,62,Female,Madurai,Self-Employed,446200.0,2024-08-13,Mass Market,Senior,Medium
CUST10808,32,Male,Bengaluru,Business Owner,401300.0,2022-12-21,Premium,Adult,Low
CUST10809,34,Male,Thanjavur,Self-Employed,347200.0,2026-07-21,Mass Market,Adult,Low
CUST10810,33,Male,Madurai,Salaried,342200.0,2022-04-18,Affluent,Adult,Low
CUST10811,33,Male,Salem,Salaried,1754700.0,2022-07-23,Mass Market,Adult,High
CUST10812,32,Female,Mumbai,Salaried,553450.0,2021-01-07,Premium,Adult,Medium
CUST10813,39,Male,Thanjavur,Salaried,1299100.0,2025-04-04,Affluent,Adult,High
CUST10814,42,Male,Mumbai,Salaried,453700.0,2022-01-02,Mass Market,Middle Age,Medium
CUST10815,46,Male,Salem,Retired,191400.0,2026-08-02,Affluent,Middle Age,Low
CUST10816,33,Female,Vellore,Salaried,432000.0,2025-09-11,Premium,Adult,Medium
CUST10817,43,Male,Trichy,Business Owner,260300.0,2024-10-18,Mass Market,Middle Age,Low
CUST10818,24,Female,Bengaluru,Business Owner,323900.0,2024-12-29,Young Adult,Young Adult,Low
CUST10819,30,Male,Erode,Freelancer,413600.0,2021-12-07,Affluent,Adult,Low
CUST10820,50,Male,Tirunelveli,Self-Employed,220500.0,2021-03-28,Affluent,Middle Age,Low
CUST10821,23,Female,Erode,Business Owner,591400.0,2023-10-31,Mass Market,Young Adult,Medium
CUST10822,21,Male,Vellore,Student,310600.0,2023-09-02,Premium,Young Adult,Low
CUST10823,25,Female,Hyderabad,Business Owner,1870100.0,2022-04-19,Mass Market,Young Adult,High
CUST10824,33,Male,Hyderabad,Salaried,430200.0,2025-03-26,Affluent,Adult,Low
CUST10825,44,Male,Coimbatore,Student,1512800.0,2023-09-30,Mass Market,Middle Age,High
CUST10826,35,Female,Thanjavur,Student,747900.0,2024-05-29,Affluent,Adult,High
CUST10827,53,Male,Tirunelveli,Self-Employed,709900.0,2023-01-06,Mass Market,Middle Age,Medium
CUST10828,46,Male,Vellore,Retired,349200.0,2024-06-10,Mass Market,Middle Age,Low
CUST10829,39,Female,Tirunelveli,Salaried,153100.0,2021-02-12,Affluent,Adult,Low
CUST10830,52,Male,Hyderabad,Freelancer,382100.0,2021-04-27,Mass Market,Middle Age,Low
CUST10831,32,Male,Chennai,Salaried,223500.0,2024-11-04,Affluent,Adult,Low
CUST10832,18,Male,Coimbatore,Business Owner,478600.0,2022-12-20,Mass Market,Young Adult,Medium
CUST10833,43,Female,Salem,Salaried,737700.0,2026-02-20,Mass Market,Middle Age,High
CUST10834,36,Male,Mumbai,Salaried,843200.0,2022-02-02,Mass Market,Adult,High
CUST10835,57,Male,Coimbatore,Student,517800.0,2023-09-21,Mass Market,Middle Age,Medium
CUST10836,52,Female,Madurai,Business Owner,824500.0,2026-04-16,Mass Market,Middle Age,High
CUST10837,39,Female,Chennai,Freelancer,629900.0,2022-10-14,Premium,Adult,Medium
CUST10838,29,Female,Hyderabad,Student,792800.0,2026-05-13,Premium,Adult,High
CUST10839,57,Female,Mumbai,Self-Employed,329500.0,2022-04-09,Mass Market,Middle Age,Low
CUST10840,39,Female,Hyderabad,Salaried,236800.0,2021-10-04,Mass Market,Adult,Low
CUST10841,60,Female,Kochi,Salaried,586800.0,2022-06-05,Mass Market,Middle Age,Medium
CUST10842,34,Male,Delhi,Salaried,358900.0,2021-01-17,Mass Market,Adult,Low
CUST10843,27,Female,Coimbatore,Salaried,1242500.0,2024-06-28,Mass Market,Adult,High
CUST10844,49,Female,Chennai,Salaried,2795300.0,2022-08-28,Mass Market,Middle Age,High
CUST10845,35,Female,Kochi,Business Owner,396300.0,2025-07-28,Premium,Adult,Low
CUST10846,37,Male,Erode,Retired,681200.0,2023-10-30,Young Adult,Adult,Medium
CUST10847,56,Female,Mumbai,Salaried,213800.0,2021-03-25,Young Adult,Middle Age,Low
CUST10848,36,Female,Pune,Salaried,354300.0,2025-12-25,Affluent,Adult,Low
CUST10849,35,Male,Hyderabad,Self-Employed,1352900.0,2024-04-25,Mass Market,Adult,High
CUST10850,37,Male,Salem,Self-Employed,810000.0,2022-09-09,Mass Market,Adult,High
CUST10851,30,Male,Vellore,Student,277800.0,2025-04-11,Young Adult,Adult,Low
CUST10852,34,Male,Coimbatore,Self-Employed,340900.0,2021-01-21,Premium,Adult,Low
CUST10853,38,Male,Kochi,Freelancer,553450.0,2025-12-24,Young Adult,Adult,Medium
CUST10854,39,Female,Pune,Salaried,426500.0,2022-05-13,Premium,Adult,Low
CUST10855,35,Male,Bengaluru,Salaried,897500.0,2022-01-30,Young Adult,Adult,High
CUST10856,18,Male,Bengaluru,Salaried,649600.0,2023-07-21,Premium,Young Adult,Medium
CUST10857,38,Female,Chennai,Salaried,594000.0,2024-08-23,Mass Market,Adult,Medium
CUST10858,75,Female,Delhi,Self-Employed,386300.0,2025-12-23,Mass Market,Senior,Low
CUST10859,36,Male,Tirunelveli,Salaried,641000.0,2021-10-07,Mass Market,Adult,Medium
CUST10860,37,Male,Salem,Salaried,137300.0,2025-04-27,Affluent,Adult,Low
CUST10861,39,Female,Vellore,Self-Employed,296600.0,2024-01-27,Mass Market,Adult,Low
CUST10862,47,Female,Madurai,Freelancer,345600.0,2025-12-03,Young Adult,Middle Age,Low
CUST10863,54,Female,Bengaluru,Salaried,540200.0,2025-12-24,Mass Market,Middle Age,Medium
CUST10864,35,Male,Pune,Freelancer,473100.0,2024-05-03,Mass Market,Adult,Medium
CUST10865,48,Female,Pune,Self-Employed,519300.0,2023-10-25,Premium,Middle Age,Medium
CUST10866,34,Female,Pune,Salaried,803400.0,2026-01-01,Affluent,Adult,High
CUST10867,28,Male,Mumbai,Retired,553450.0,2025-08-09,Mass Market,Adult,Medium
CUST10868,48,Male,Delhi,Salaried,232200.0,2026-04-08,Mass Market,Middle Age,Low
CUST10869,37,Female,Vellore,Student,968800.0,2024-04-29,Mass Market,Adult,High
CUST10870,40,Male,Chennai,Self-Employed,463800.0,2024-07-06,Mass Market,Adult,Medium
CUST10871,59,Female,Mumbai,Salaried,568000.0,2022-11-20,Premium,Middle Age,Medium
CUST10872,41,Male,Chennai,Self-Employed,336800.0,2022-02-21,Mass Market,Middle Age,Low
CUST10873,18,Female,Thanjavur,Salaried,268800.0,2021-05-06,Premium,Young Adult,Low
CUST10874,48,Male,Coimbatore,Retired,728400.0,2023-04-18,Premium,Middle Age,High
CUST10875,23,Male,Madurai,Freelancer,809600.0,2023-05-24,Mass Market,Young Adult,High
CUST10876,28,Male,Coimbatore,Self-Employed,425200.0,2024-04-21,Affluent,Adult,Low
CUST10877,47,Male,Kochi,Salaried,1051000.0,2025-07-11,Affluent,Middle Age,High
CUST10878,29,Female,Delhi,Self-Employed,703100.0,2023-07-10,Mass Market,Adult,Medium
CUST10879,37,Female,Madurai,Salaried,191400.0,2024-08-25,Young Adult,Adult,Low
CUST10880,31,Other,Thanjavur,Self-Employed,1163000.0,2022-11-11,Mass Market,Adult,High
CUST10881,53,Male,Vellore,Salaried,1201200.0,2022-02-20,Affluent,Middle Age,High
CUST10882,33,Male,Coimbatore,Student,2573300.0,2023-07-31,Mass Market,Adult,High
CUST10883,45,Male,Delhi,Student,517700.0,2025-04-27,Affluent,Middle Age,Medium
CUST10884,25,Male,Tirunelveli,Business Owner,487400.0,2022-06-11,Mass Market,Young Adult,Medium
CUST10885,52,Female,Kochi,Salaried,619000.0,2024-10-05,Affluent,Middle Age,Medium
CUST10886,47,Female,Thanjavur,Business Owner,276600.0,2025-06-05,Young Adult,Middle Age,Low
CUST10887,44,Female,Bengaluru,Salaried,840400.0,2023-05-01,Affluent,Middle Age,High
CUST10888,36,Other,Thanjavur,Student,537000.0,2024-05-25,Mass Market,Adult,Medium
CUST10889,38,Female,Vellore,Salaried,555200.0,2025-03-29,Premium,Adult,Medium
CUST10890,52,Female,Chennai,Self-Employed,692700.0,2023-12-16,Premium,Middle Age,Medium
CUST10891,38,Female,Madurai,Self-Employed,700600.0,2024-11-24,Affluent,Adult,Medium
CUST10892,25,Male,Trichy,Student,587200.0,2026-01-27,Young Adult,Young Adult,Medium
CUST10893,37,Male,Hyderabad,Self-Employed,552100.0,2023-09-21,Mass Market,Adult,Medium
CUST10894,26,Male,Coimbatore,Self-Employed,1217000.0,2022-12-21,Young Adult,Adult,High
CUST10895,39,Male,Chennai,Self-Employed,111800.0,2024-05-22,Affluent,Adult,Low
CUST10896,19,Male,Salem,Salaried,579100.0,2021-06-03,Premium,Young Adult,Medium
CUST10897,40,Male,Madurai,Business Owner,1422800.0,2023-03-12,Mass Market,Adult,High
CUST10898,46,Male,Vellore,Salaried,684600.0,2024-05-15,Premium,Middle Age,Medium
CUST10899,48,Male,Mumbai,Business Owner,672200.0,2022-11-27,Mass Market,Middle Age,Medium
CUST10900,45,Female,Chennai,Salaried,529100.0,2025-10-30,Young Adult,Middle Age,Medium
CUST10901,37,Male,Thanjavur,Business Owner,794900.0,2022-05-28,Mass Market,Adult,High
CUST10902,47,Female,Salem,Business Owner,177900.0,2025-12-28,Mass Market,Middle Age,Low
CUST10903,42,Female,Kochi,Salaried,993100.0,2025-03-17,Affluent,Middle Age,High
CUST10904,46,Female,Kochi,Self-Employed,785600.0,2026-07-29,Affluent,Middle Age,High
CUST10905,27,Female,Tirunelveli,Student,546400.0,2021-08-31,Young Adult,Adult,Medium
CUST10906,30,Male,Pune,Freelancer,178600.0,2024-06-11,Premium,Adult,Low
CUST10907,21,Male,Hyderabad,Student,689200.0,2021-05-29,Affluent,Young Adult,Medium
CUST10908,42,Male,Trichy,Retired,306800.0,2024-10-14,Young Adult,Middle Age,Low
CUST10909,48,Female,Delhi,Freelancer,2588400.0,2024-05-05,Affluent,Middle Age,High
CUST10910,53,Male,Delhi,Retired,1427000.0,2025-08-23,Mass Market,Middle Age,High
CUST10911,21,Male,Bengaluru,Student,715100.0,2023-07-14,Affluent,Young Adult,High
CUST10912,57,Male,Chennai,Self-Employed,576000.0,2024-03-15,Mass Market,Middle Age,Medium
CUST10913,28,Male,Madurai,Salaried,455300.0,2024-12-05,Mass Market,Adult,Medium
CUST10914,18,Female,Tirunelveli,Self-Employed,406300.0,2024-12-07,Affluent,Young Adult,Low
CUST10915,46,Male,Hyderabad,Student,772300.0,2025-05-15,Affluent,Middle Age,High
CUST10916,39,Female,Salem,Salaried,769800.0,2023-06-23,Mass Market,Adult,High
CUST10917,18,Male,Pune,Self-Employed,922900.0,2021-02-25,Mass Market,Young Adult,High
CUST10918,19,Male,Coimbatore,Salaried,347800.0,2025-09-22,Mass Market,Young Adult,Low
CUST10919,29,Female,Coimbatore,Retired,1360400.0,2025-10-25,Affluent,Adult,High
CUST10920,19,Female,Mumbai,Freelancer,541400.0,2025-05-06,Mass Market,Young Adult,Medium
CUST10921,35,Female,Vellore,Salaried,2045900.0,2025-01-31,Affluent,Adult,High
CUST10922,62,Male,Madurai,Freelancer,476500.0,2023-09-27,Affluent,Senior,Medium
CUST10923,61,Male,Trichy,Salaried,445600.0,2025-03-28,Young Adult,Senior,Medium
CUST10924,21,Male,Kochi,Salaried,1648500.0,2024-12-30,Premium,Young Adult,High
CUST10925,39,Male,Trichy,Freelancer,248000.0,2021-04-30,Mass Market,Adult,Low
CUST10926,35,Female,Thanjavur,Salaried,1547800.0,2022-03-15,Mass Market,Adult,High
CUST10927,18,Male,Trichy,Self-Employed,341600.0,2023-08-26,Premium,Young Adult,Low
CUST10928,21,Female,Tirunelveli,Salaried,514200.0,2023-06-01,Young Adult,Young Adult,Medium
CUST10929,25,Male,Madurai,Salaried,601700.0,2022-12-18,Mass Market,Young Adult,Medium
CUST10930,21,Female,Coimbatore,Salaried,560900.0,2026-07-03,Affluent,Young Adult,Medium
CUST10931,46,Male,Hyderabad,Self-Employed,586800.0,2025-06-01,Mass Market,Middle Age,Medium
CUST10932,22,Female,Coimbatore,Salaried,312100.0,2026-04-21,Premium,Young Adult,Low
CUST10933,30,Male,Madurai,Salaried,1962600.0,2022-10-07,Affluent,Adult,High
CUST10934,51,Male,Chennai,Retired,472700.0,2025-11-19,Affluent,Middle Age,Medium
CUST10935,30,Male,Kochi,Salaried,468600.0,2023-02-16,Affluent,Adult,Medium
CUST10936,37,Female,Chennai,Salaried,639900.0,2025-03-12,Affluent,Adult,Medium
CUST10937,36,Male,Coimbatore,Salaried,357300.0,2021-05-08,Mass Market,Adult,Low
CUST10938,35,Female,Trichy,Self-Employed,396100.0,2021-12-13,Mass Market,Adult,Low
CUST10939,40,Female,Chennai,Salaried,409400.0,2022-02-20,Premium,Adult,Low
CUST10940,24,Male,Salem,Business Owner,1095200.0,2022-04-24,Young Adult,Young Adult,High
CUST10941,57,Female,Coimbatore,Freelancer,553450.0,2023-06-10,Mass Market,Middle Age,Medium
CUST10942,19,Female,Delhi,Freelancer,306300.0,2025-06-17,Mass Market,Young Adult,Low
CUST10943,39,Female,Trichy,Salaried,1510900.0,2022-05-20,Affluent,Adult,High
CUST10944,31,Male,Tirunelveli,Salaried,655800.0,2026-02-17,Mass Market,Adult,Medium
CUST10945,43,Female,Vellore,Business Owner,189600.0,2024-11-22,Mass Market,Middle Age,Low
CUST10946,41,Male,Hyderabad,Business Owner,1508800.0,2022-02-08,Affluent,Middle Age,High
CUST10947,30,Male,Erode,Self-Employed,1221400.0,2025-09-02,Mass Market,Adult,High
CUST10948,19,Female,Bengaluru,Self-Employed,606800.0,2023-08-21,Affluent,Young Adult,Medium
CUST10949,47,Male,Coimbatore,Salaried,432900.0,2024-08-08,Mass Market,Middle Age,Medium
CUST10950,26,Male,Bengaluru,Salaried,333400.0,2024-06-26,Premium,Adult,Low
CUST10951,19,Female,Chennai,Student,842100.0,2021-01-15,Mass Market,Young Adult,High
CUST10952,25,Male,Thanjavur,Business Owner,3049100.0,2022-02-01,Premium,Young Adult,High
CUST10953,40,Female,Trichy,Salaried,394200.0,2021-09-29,Mass Market,Adult,Low
CUST10954,27,Female,Delhi,Freelancer,918000.0,2024-10-31,Premium,Adult,High
CUST10955,53,Female,Erode,Business Owner,1246700.0,2022-09-10,Affluent,Middle Age,High
CUST10956,36,Male,Salem,Retired,295300.0,2026-03-03,Premium,Adult,Low
CUST10957,28,Male,Kochi,Salaried,1622600.0,2025-08-23,Mass Market,Adult,High
CUST10958,39,Male,Trichy,Salaried,1054300.0,2022-02-12,Young Adult,Adult,High
CUST10959,38,Male,Delhi,Salaried,275000.0,2022-03-09,Mass Market,Adult,Low
CUST10960,40,Male,Tirunelveli,Salaried,495500.0,2023-02-21,Mass Market,Adult,Medium
CUST10961,55,Male,Salem,Salaried,691300.0,2026-06-13,Young Adult,Middle Age,Medium
CUST10962,28,Male,Madurai,Self-Employed,801000.0,2024-10-28,Affluent,Adult,High
CUST10963,36,Female,Trichy,Salaried,574800.0,2023-01-12,Affluent,Adult,Medium
CUST10964,36,Female,Coimbatore,Freelancer,102800.0,2022-05-26,Mass Market,Adult,Low
CUST10965,43,Male,Trichy,Salaried,255400.0,2021-12-21,Affluent,Middle Age,Low
CUST10966,25,Female,Coimbatore,Self-Employed,353500.0,2024-11-19,Mass Market,Young Adult,Low
CUST10967,21,Male,Chennai,Salaried,553450.0,2023-08-28,Mass Market,Young Adult,Medium
CUST10968,18,Other,Thanjavur,Salaried,1148800.0,2022-09-04,Premium,Young Adult,High
CUST10969,49,Male,Hyderabad,Salaried,475200.0,2025-12-22,Mass Market,Middle Age,Medium
CUST10970,18,Male,Madurai,Self-Employed,337400.0,2026-03-25,Affluent,Young Adult,Low
CUST10971,39,Female,Thanjavur,Salaried,1715100.0,2022-02-12,Mass Market,Adult,High
CUST10972,40,Male,Thanjavur,Student,1033800.0,2025-10-02,Affluent,Adult,High
CUST10973,37,Male,Bengaluru,Salaried,463400.0,2022-06-21,Premium,Adult,Medium
CUST10974,29,Male,Kochi,Student,553450.0,2022-01-09,Affluent,Adult,Medium
CUST10975,55,Female,Bengaluru,Salaried,452800.0,2021-03-26,Mass Market,Middle Age,Medium
CUST10976,34,Male,Thanjavur,Self-Employed,476600.0,2026-03-15,Mass Market,Adult,Medium
CUST10977,18,Male,Chennai,Self-Employed,333000.0,2025-09-29,Premium,Young Adult,Low
CUST10978,36,Male,Mumbai,Business Owner,257500.0,2021-09-14,Mass Market,Adult,Low
CUST10979,41,Female,Hyderabad,Salaried,1427400.0,2025-12-15,Young Adult,Middle Age,High
