loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,loan_status,application_date,loan_to_income_ratio
LOAN70297,CUST13507,Auto,148600.0,13.03,24,Closed,2026-08-19,0.07924488054607509
LOAN70298,CUST10106,Personal,233600.0,11.36,36,Pending,2026-01-13,0.13390656348523933
LOAN70299,CUST13711,Personal,3434300.0,11.65,36,Closed,2023-08-12,6.977448191791955
LOAN70300,CUST11169,Personal,365200.0,16.33,36,Active,2023-06-05,1.4299138606108066
LOAN70301,CUST14607,Personal,1235100.0,14.69,36,Pending,2022-08-05,0.9038419319429198
LOAN70302,CUST11861,Business,1151200.0,12.23,36,Active,2023-07-18,3.1147186147186146
LOAN70303,CUST11211,Education,1249600.0,12.94,36,Pending,2022-09-17,2.9499527856468366
LOAN70304,CUST11557,Business,498200.0,10.16,36,Active,2025-05-18,0.4685413335841249
LOAN70305,CUST12438,Personal,237000.0,7.59,48,Closed,2024-06-11,0.34766026111192605
LOAN70306,CUST10846,Business,668800.0,12.75,24,Closed,2023-08-25,0.9817968291250734
LOAN70307,CUST14800,Home,969400.0,9.8,48,Closed,2025-10-01,3.6957682043461686
LOAN70308,CUST10231,Personal,415400.0,14.04,12,Pending,2022-09-20,2.1324435318275152
LOAN70309,CUST13394,Personal,267800.0,10.23,24,Active,2026-05-02,0.2774554496477414
LOAN70310,CUST11963,Business,555200.0,11.0,24,Active,2022-02-13,0.5126973866469665
LOAN70311,CUST13922,Auto,747800.0,14.05,36,Defaulted,2023-10-30,0.44364024679639297
LOAN70312,CUST13106,Home,489100.0,15.39,24,Defaulted,2026-05-17,0.8601829053816391
LOAN70313,CUST12736,Education,487900.0,14.87,24,Closed,2023-06-13,2.6807692307692306
LOAN70314,CUST12660,Home,811400.0,13.55,60,Active,2026-02-15,4.018821198613175
LOAN70315,CUST13981,Education,1386200.0,10.98,36,Active,2025-04-03,2.5157894736842104
LOAN70316,CUST10188,Home,751400.0,9.83,120,Active,2026-06-30,1.6961625282167043
LOAN70317,CUST10772,Auto,233900.0,8.16,24,Closed,2026-07-11,0.305831589958159
LOAN70318,CUST11280,Business,829300.0,8.76,48,Pending,2022-01-11,2.217379679144385
LOAN70319,CUST10815,Education,1646400.0,8.22,48,Closed,2023-02-13,8.601880877742946
LOAN70320,CUST11363,Personal,454900.0,14.43,60,Closed,2025-09-06,0.37375729192342455
LOAN70321,CUST10843,Home,967100.0,9.7,120,Active,2023-01-26,0.7783501006036218
LOAN70322,CUST13089,Business,618900.0,15.44,60,Closed,2026-08-24,0.6108972460763992
LOAN70323,CUST11541,Auto,865600.0,11.53,12,Active,2023-11-13,1.2040617610237863
LOAN70324,CUST11183,Business,2737400.0,15.85,36,Closed,2022-09-07,4.22112567463377
LOAN70325,CUST13837,Personal,486100.0,12.297836317135548,84,Closed,2022-12-07,0.878308790315295
LOAN70326,CUST14550,Home,993100.0,12.297836317135548,60,Pending,2024-01-26,1.3626509330406147
LOAN70327,CUST11069,Business,249300.0,8.03,36,Closed,2026-07-01,0.11719080524608659
LOAN70328,CUST14936,Business,396500.0,11.89,84,Active,2026-08-10,0.44114374721851357
LOAN70329,CUST14011,Business,88200.0,10.64,120,Closed,2025-06-21,0.15809284818067754
LOAN70330,CUST11294,Business,685500.0,15.97,36,Active,2026-06-08,1.1482412060301508
LOAN70331,CUST13624,Home,786500.0,14.26,60,Active,2023-07-17,0.881331241595697
LOAN70332,CUST12741,Home,227100.0,8.76,60,Closed,2025-04-07,0.32841648590021694
LOAN70333,CUST12085,Business,870300.0,16.42,60,Defaulted,2023-10-06,1.223878498101533
LOAN70334,CUST13372,Auto,925100.0,11.11,24,Closed,2026-04-30,1.0408415841584158
LOAN70335,CUST14967,Personal,1527100.0,8.7,84,Active,2026-08-16,2.2160789435495576
LOAN70336,CUST11665,Education,406800.0,14.04,36,Pending,2026-08-28,0.6288452620188592
LOAN70337,CUST12493,Auto,135400.0,16.28,24,Active,2025-03-20,0.24148385946138756
LOAN70338,CUST13924,Personal,754800.0,11.49,84,Active,2024-06-09,3.8198380566801617
LOAN70339,CUST12275,Personal,41900.0,12.3,36,Active,2023-11-07,0.06792024639325661
LOAN70340,CUST13642,Business,1743300.0,15.44,60,Defaulted,2023-07-18,3.364145117715168
LOAN70341,CUST12477,Education,749200.0,10.02,36,Active,2024-04-28,0.5402365157196424
LOAN70342,CUST13674,Business,1265600.0,9.05,24,Closed,2022-03-11,1.5961659730104678
LOAN70343,CUST11553,Business,774900.0,10.43,12,Closed,2024-03-10,2.7576512455516013
LOAN70344,CUST14187,Business,503200.0,13.5,24,Active,2023-07-16,0.4730212445948487
LOAN70345,CUST11433,Personal,904300.0,10.05,36,Active,2022-04-12,1.4949578442717804
LOAN70346,CUST12116,Home,441400.0,13.35,60,Active,2025-07-20,2.1375302663438256
LOAN70347,CUST11415,Home,898700.0,8.32,120,Closed,2023-09-23,1.4764251683916543
LOAN70348,CUST11866,Education,568700.0,11.42,24,Active,2023-02-12,0.961128950481663
LOAN70349,CUST10886,Personal,78000.0,9.43,24,Active,2022-12-19,0.28199566160520606
LOAN70350,CUST10327,Personal,724300.0,15.82,60,Pending,2023-07-25,0.7726690847023683
LOAN70351,CUST12176,Education,380100.0,13.25,60,Pending,2022-02-28,0.42214571301643716
LOAN70352,CUST13876,Personal,493700.0,13.59,48,Active,2022-07-17,0.6019997561273015
LOAN70353,CUST12747,Business,215400.0,9.75,84,Active,2026-06-30,0.3612275700150931
LOAN70354,CUST13884,Personal,169200.0,8.91,36,Active,2022-06-17,0.34980359727103577
LOAN70355,CUST13790,Auto,132400.0,14.61,24,Closed,2024-01-16,0.40551301684532925
LOAN70356,CUST10179,Education,915800.0,15.92,24,Defaulted,2022-02-21,2.9073015873015873
LOAN70357,CUST11709,Home,194900.0,8.29,24,Closed,2023-03-28,0.6369281045751634
LOAN70358,CUST11599,Home,524100.0,16.33,36,Pending,2026-06-30,0.5906017579445572
LOAN70359,CUST14604,Auto,690600.0,11.2,24,Active,2025-06-27,1.2478091968560845
LOAN70360,CUST10898,Personal,883400.0,14.54,84,Active,2023-11-29,1.2903885480572597
LOAN70361,CUST13113,Personal,1170700.0,13.45,84,Active,2024-04-18,2.0441767068273093
LOAN70362,CUST10557,Auto,1041100.0,13.92,48,Active,2022-09-11,2.6383679675620884
LOAN70363,CUST12306,Personal,676200.0,15.25,48,Closed,2022-07-24,0.524348635235732
LOAN70364,CUST14894,Home,1758800.0,8.44,36,Closed,2026-03-24,4.517852555869509
LOAN70365,CUST14523,Auto,269500.0,8.53,36,Active,2025-07-07,0.6933367635708773
LOAN70366,CUST13920,Personal,468000.0,12.63,12,Active,2022-03-01,0.8910891089108911
LOAN70367,CUST13621,Auto,840800.0,7.67,60,Active,2023-01-28,0.9502712477396021
LOAN70368,CUST12252,Home,609700.0,11.86,36,Active,2024-07-20,0.6564384151593454
LOAN70369,CUST13047,Personal,2263400.0,14.75,24,Closed,2026-05-16,4.876966171083819
LOAN70370,CUST11392,Education,548000.0,13.3,12,Closed,2026-07-11,0.7980195136158439
LOAN70371,CUST11692,Personal,271300.0,14.44,48,Closed,2026-05-31,1.1785403996524761
LOAN70372,CUST14249,Personal,248200.0,12.49,36,Closed,2022-12-06,0.5234078447912274
LOAN70373,CUST13321,Auto,450500.0,12.18,60,Pending,2025-04-22,1.6580787633419212
LOAN70374,CUST11411,Personal,1478600.0,15.54,48,Active,2025-12-06,10.792700729927008
LOAN70375,CUST12466,Home,3059600.0,12.24,24,Active,2026-04-04,5.606743632032252
LOAN70376,CUST12218,Auto,589500.0,15.09,24,Active,2025-08-27,0.7370592648162041
LOAN70377,CUST12600,Auto,922800.0,13.01,48,Closed,2023-10-16,1.8397129186602872
LOAN70378,CUST12967,Education,2570100.0,10.82,60,Closed,2022-08-12,5.762556053811659
LOAN70379,CUST11703,Business,1322700.0,9.23,120,Active,2024-04-02,3.671107410491257
LOAN70380,CUST12495,Home,411700.0,15.62,48,Active,2025-11-11,1.5396409872849663
LOAN70381,CUST14905,Education,186200.0,13.75,60,Active,2022-09-02,0.6331179870792247
LOAN70382,CUST10414,Auto,364400.0,15.1,36,Closed,2022-10-29,0.4930987821380244
LOAN70383,CUST14501,Personal,345600.0,7.77,24,Active,2024-12-27,0.2706342991386061
LOAN70384,CUST14738,Personal,2164400.0,10.73,36,Active,2022-01-06,12.769321533923303
LOAN70385,CUST11976,Personal,172900.0,10.88,84,Active,2024-01-17,0.22639780018331807
LOAN70386,CUST14010,Home,260400.0,15.02,24,Active,2025-08-24,1.008130081300813
LOAN70387,CUST11341,Personal,248400.0,11.25,24,Active,2024-06-02,0.7320954907161804
LOAN70388,CUST14052,Auto,637000.0,8.65,48,Active,2023-12-30,3.5369239311493614
LOAN70389,CUST11327,Business,312800.0,9.35,24,Closed,2025-03-30,0.6202657148522704
LOAN70390,CUST13563,Business,2289300.0,12.96,24,Closed,2023-03-14,1.6965317919075145
LOAN70391,CUST11968,Auto,545600.0,14.05,24,Defaulted,2023-04-06,0.623400365630713
LOAN70392,CUST13810,Personal,259600.0,10.7,24,Closed,2024-09-21,0.24164572279623941
LOAN70393,CUST14948,Auto,293100.0,14.32,60,Closed,2025-04-09,0.2445352911730352
LOAN70394,CUST12536,Personal,612250.0,10.29,60,Active,2024-12-27,2.3493860322333076
LOAN70395,CUST11089,Business,481700.0,14.05,84,Closed,2026-05-30,0.49870587017289575
LOAN70396,CUST14322,Personal,480100.0,13.28,12,Active,2024-10-17,1.15631021194605
LOAN70397,CUST14367,Personal,1152200.0,14.98,24,Active,2022-04-29,1.2332227335973456
LOAN70398,CUST14431,Personal,498800.0,15.67,60,Pending,2023-11-30,1.1369956690221108
LOAN70399,CUST13428,Personal,1054400.0,14.09,24,Pending,2022-12-24,0.5154729894891225
LOAN70400,CUST11460,Personal,562200.0,13.71,120,Active,2024-11-16,1.0344066237350507
LOAN70401,CUST13861,Personal,2344900.0,14.89,24,Closed,2026-01-08,4.94600295296351
LOAN70402,CUST14010,Business,2214500.0,11.49,12,Active,2026-05-03,8.573364305071623
LOAN70403,CUST11379,Education,583100.0,14.25,48,Closed,2023-05-15,1.1562561967083085
LOAN70404,CUST13199,Auto,1701700.0,13.12,36,Defaulted,2026-02-26,1.7512606771637336
LOAN70405,CUST11834,Home,742800.0,13.91,24,Defaulted,2022-01-08,1.4969770253929866
LOAN70406,CUST10726,Home,3021800.0,11.93,12,Active,2025-10-04,4.626856530393508
LOAN70407,CUST12800,Personal,2942200.0,9.95,36,Closed,2025-11-19,5.316108049507634
LOAN70408,CUST13603,Auto,318600.0,13.04,60,Active,2024-01-22,0.39602237414543195
LOAN70409,CUST11059,Auto,254100.0,10.11,60,Active,2025-08-17,0.36129674392151284
LOAN70410,CUST11856,Personal,513400.0,9.29,12,Active,2023-07-11,2.504390243902439
LOAN70411,CUST12235,Auto,761400.0,8.09,48,Active,2025-11-27,1.2424934725848564
LOAN70412,CUST11548,Personal,2490200.0,15.78,12,Active,2023-05-04,3.2865250098983765
LOAN70413,CUST11593,Personal,718400.0,8.96,36,Active,2023-03-06,1.9671412924424974
LOAN70414,CUST14006,Personal,799500.0,14.31,48,Defaulted,2024-09-16,0.5136854279105628
LOAN70415,CUST13929,Personal,1126400.0,10.61,60,Active,2022-05-20,1.0488872334481796
LOAN70416,CUST13985,Personal,654700.0,13.79,24,Defaulted,2022-02-27,2.24519890260631
LOAN70417,CUST14584,Education,173100.0,8.87,48,Active,2024-08-01,0.15560949298813376
LOAN70418,CUST10026,Home,234700.0,9.02,60,Active,2026-01-28,0.27719381126727294
LOAN70419,CUST12274,Personal,413700.0,13.14,60,Active,2025-01-25,1.018213142997785
LOAN70420,CUST14171,Education,145800.0,14.08,48,Pending,2024-11-22,0.1338720044073088
LOAN70421,CUST11967,Personal,1390600.0,12.297836317135548,84,Closed,2026-07-30,1.5598429613011777
LOAN70422,CUST13827,Education,1362400.0,7.85,36,Active,2024-02-07,8.974967061923584
LOAN70423,CUST14864,Auto,638800.0,9.13,36,Active,2024-04-21,1.6648423247328643
LOAN70424,CUST14954,Personal,277700.0,15.59,36,Closed,2023-05-12,0.15652124901363995
LOAN70425,CUST14903,Business,293300.0,12.02,84,Active,2022-07-17,0.5443578322197475
LOAN70426,CUST11015,Personal,985700.0,14.35,36,Active,2022-05-11,1.334551854860547
LOAN70428,CUST12183,Personal,508300.0,9.5,60,Active,2024-01-27,1.564
LOAN70429,CUST10281,Personal,983200.0,13.42,120,Active,2022-01-11,0.6843937073646109
LOAN70430,CUST13742,Personal,867600.0,14.17,12,Active,2026-02-27,3.448330683624801
LOAN70431,CUST10931,Personal,857600.0,16.17,48,Pending,2026-01-23,1.4614860259032039
LOAN70432,CUST11736,Business,173800.0,14.24,48,Active,2024-02-07,0.2552504038772213
LOAN70433,CUST11916,Personal,496800.0,16.34,60,Active,2026-02-16,0.6066674807668824
LOAN70434,CUST14254,Education,1232700.0,15.03,60,Active,2023-05-06,1.8671614662223568
LOAN70435,CUST11483,Personal,442800.0,12.3,84,Active,2025-10-04,1.1773464504121245
LOAN70436,CUST10176,Personal,1169000.0,16.06,48,Pending,2025-06-20,2.3066298342541436
LOAN70437,CUST12140,Personal,521100.0,15.3,60,Active,2023-02-13,0.9925714285714285
LOAN70438,CUST14006,Personal,391900.0,11.39,24,Closed,2024-09-16,0.25179902338730403
LOAN70439,CUST13930,Personal,499000.0,13.86,36,Defaulted,2023-06-30,1.367123287671233
LOAN70440,CUST10560,Business,183200.0,15.7,120,Closed,2025-11-28,0.17784681098922434
LOAN70441,CUST12775,Personal,2451500.0,11.15,120,Active,2022-05-28,12.68235902741852
LOAN70442,CUST12706,Personal,195000.0,13.86,48,Pending,2025-12-08,0.436241610738255
LOAN70443,CUST14729,Auto,1467100.0,11.57,36,Active,2026-02-25,1.681297272518909
LOAN70444,CUST11739,Home,529300.0,16.34,84,Closed,2024-06-23,0.5371422772478182
LOAN70445,CUST12692,Education,161800.0,11.63,36,Closed,2026-01-14,0.5084852294154619
LOAN70446,CUST13452,Home,2278500.0,10.5,84,Active,2023-07-02,4.116903062607282
LOAN70447,CUST10210,Education,1913300.0,8.93,36,Active,2025-12-22,2.2024864740416716
LOAN70448,CUST10027,Auto,168100.0,9.74,60,Closed,2022-09-19,0.3037311410244828
LOAN70449,CUST10481,Personal,827900.0,9.78,12,Closed,2025-04-09,3.097268986157875
LOAN70450,CUST13122,Home,536100.0,10.82,24,Active,2024-05-22,0.7103484828408639
LOAN70451,CUST10588,Home,908100.0,11.37,120,Pending,2023-01-09,0.4564692872222781
LOAN70452,CUST14080,Personal,178300.0,14.14,36,Pending,2024-12-21,0.1996193461710703
LOAN70453,CUST12970,Personal,339200.0,14.91,36,Defaulted,2022-05-23,0.400141559513979
LOAN70454,CUST13756,Personal,277800.0,10.84,120,Closed,2023-01-10,0.3041716850979963
LOAN70455,CUST10241,Auto,568200.0,9.67,24,Active,2023-04-05,0.4906735751295337
LOAN70456,CUST14914,Home,2270100.0,14.09,60,Active,2026-07-06,2.2773876404494384
LOAN70457,CUST13434,Auto,431200.0,10.82,60,Active,2022-09-20,0.6846617973959988
LOAN70458,CUST10097,Auto,600500.0,16.52,36,Defaulted,2025-03-02,1.0904303613582713
LOAN70459,CUST14691,Personal,602900.0,14.62,36,Active,2022-09-25,0.6325674116042388
LOAN70460,CUST13969,Personal,152700.0,15.07,60,Active,2024-01-01,0.07704339051463169
LOAN70461,CUST13356,Business,430100.0,11.34,48,Pending,2024-07-18,0.47577433628318583
LOAN70462,CUST10729,Personal,238000.0,14.8,36,Active,2025-04-07,0.4518701348015948
LOAN70463,CUST13731,Home,1839400.0,9.4,36,Active,2025-06-06,4.783875162548765
LOAN70464,CUST14895,Home,703100.0,16.42,36,Pending,2023-05-18,1.8575957727873185
LOAN70465,CUST12180,Education,290500.0,13.35,48,Defaulted,2022-05-17,0.4873343398758598
LOAN70466,CUST12974,Personal,1714400.0,15.31,48,Active,2025-01-31,1.2760699665053963
LOAN70467,CUST10372,Education,692800.0,15.52,84,Pending,2025-07-26,0.7835331372992536
LOAN70468,CUST10711,Personal,1422600.0,10.7,60,Pending,2025-10-01,2.004226542688081
LOAN70469,CUST11650,Home,285700.0,15.64,36,Defaulted,2026-01-11,0.5975737293453253
LOAN70470,CUST10644,Personal,331200.0,8.09,60,Active,2025-11-30,0.4107142857142857
LOAN70471,CUST11450,Auto,581000.0,10.02,48,Active,2025-12-08,0.3045232978667645
LOAN70472,CUST12471,Home,334100.0,12.73,60,Closed,2022-04-23,0.41752061984503874
LOAN70473,CUST14996,Personal,2518800.0,15.43,84,Closed,2023-06-15,13.615135135135136
LOAN70474,CUST13164,Auto,1347800.0,9.48,60,Active,2025-12-22,2.5468631897203324
LOAN70475,CUST11124,Personal,501600.0,11.25,84,Closed,2022-11-09,0.7030133146461107
LOAN70476,CUST13233,Auto,249700.0,15.06,60,Closed,2023-10-22,0.11263476025080067
LOAN70477,CUST10174,Personal,788900.0,15.51,12,Active,2022-08-27,1.2871594061021374
LOAN70478,CUST11455,Personal,240300.0,8.92,84,Active,2023-02-23,0.314611154752553
LOAN70479,CUST10847,Home,396500.0,17.16,36,Defaulted,2022-03-10,1.8545369504209541
LOAN70480,CUST14695,Personal,1882900.0,11.77,24,Active,2022-06-07,6.836964415395788
LOAN70481,CUST11146,Personal,758600.0,16.01,24,Active,2024-03-26,0.8809662060155615
LOAN70482,CUST11292,Personal,679800.0,9.33,36,Pending,2024-01-11,0.9896637065074975
LOAN70483,CUST14218,Auto,384900.0,15.09,36,Closed,2023-01-11,0.7032706011328339
LOAN70484,CUST11065,Auto,351000.0,14.91,60,Closed,2024-06-08,0.34300791556728233
LOAN70485,CUST11612,Personal,197100.0,13.46,60,Active,2025-02-08,0.16765906771010547
LOAN70486,CUST13002,Personal,382200.0,15.28,48,Active,2022-03-25,0.6905772879212214
LOAN70487,CUST11470,Education,606900.0,9.28,36,Pending,2022-11-11,1.3153446033810143
LOAN70488,CUST14796,Personal,238600.0,12.1,24,Active,2025-09-12,0.9896308585649108
LOAN70489,CUST12179,Business,820500.0,9.1,84,Active,2023-02-06,1.6456077015643802
LOAN70490,CUST11288,Business,271500.0,12.54,60,Closed,2023-03-19,0.5499291067449869
LOAN70491,CUST12171,Education,796600.0,15.86,48,Pending,2026-08-16,2.611803278688525
LOAN70492,CUST12446,Education,145300.0,8.34,60,Closed,2023-12-30,0.09526619459742984
LOAN70493,CUST14650,Auto,831100.0,8.89,36,Active,2024-03-04,1.880316742081448
LOAN70494,CUST12084,Auto,138000.0,14.66,36,Active,2023-03-06,0.438652256834075
LOAN70495,CUST12761,Personal,517000.0,10.7,24,Closed,2025-02-26,1.3039092055485497
LOAN70496,CUST11866,Home,913600.0,14.15,36,Pending,2026-06-20,1.5440256886935948
LOAN70497,CUST13283,Home,1452300.0,16.4,36,Active,2025-09-27,4.3902660217654175
LOAN70498,CUST11337,Auto,2654000.0,15.71,24,Closed,2022-09-29,2.6253833217924623
LOAN70499,CUST10969,Business,612300.0,9.75,60,Active,2024-08-03,1.288510101010101
LOAN70500,CUST13441,Business,148300.0,15.86,36,Pending,2024-07-29,0.09204319761668321
LOAN70501,CUST13504,Education,322400.0,10.68,36,Pending,2025-10-17,0.30591137679096686
LOAN70502,CUST14451,Education,360000.0,9.86,48,Active,2025-08-20,0.7288924883579672
LOAN70503,CUST11677,Personal,57900.0,15.82,36,Defaulted,2026-05-10,0.07610410094637224
LOAN70504,CUST11957,Auto,299800.0,12.58,48,Active,2024-08-22,0.2931169339069222
LOAN70505,CUST10416,Personal,1055900.0,12.92,84,Active,2023-01-19,2.747593026281551
LOAN70506,CUST14107,Home,161500.0,15.79,60,Closed,2024-02-09,0.5120481927710844
LOAN70507,CUST12026,Home,1231100.0,9.61,36,Active,2024-06-06,1.206724171731033
LOAN70508,CUST13214,Home,512600.0,7.59,84,Active,2022-03-19,1.431443730801452
LOAN70509,CUST12823,Personal,1622800.0,10.64,36,Closed,2024-03-22,2.094746353427133
LOAN70510,CUST12795,Personal,2543200.0,8.61,12,Active,2023-10-21,2.6558061821219714
LOAN70511,CUST14610,Business,229300.0,11.2,120,Active,2025-06-12,0.2656702583709883
LOAN70512,CUST12528,Personal,980800.0,9.09,12,Pending,2025-10-03,1.2104158953474022
LOAN70513,CUST10983,Business,534800.0,11.86,36,Active,2023-05-15,3.3635220125786165
LOAN70514,CUST10680,Auto,804100.0,14.46,84,Closed,2022-04-15,0.5116767419662742
LOAN70515,CUST14221,Business,101100.0,12.32,48,Active,2022-03-22,0.10328974254188802
LOAN70516,CUST14311,Education,490000.0,10.8,60,Active,2023-03-17,0.7899403514428502
LOAN70517,CUST13668,Business,1070600.0,15.69,48,Closed,2022-04-12,7.043421052631579
LOAN70518,CUST10880,Personal,349200.0,10.04,48,Active,2022-12-12,0.3002579535683577
LOAN70519,CUST10976,Personal,961000.0,13.99,84,Active,2026-05-16,2.0163659253042385
LOAN70520,CUST14072,Personal,404800.0,14.04,60,Pending,2024-07-16,0.6276942161575438
LOAN70521,CUST12404,Home,352400.0,9.0,60,Closed,2025-07-29,0.5307228915662651
LOAN70522,CUST13642,Auto,377200.0,15.21,60,Closed,2026-06-20,0.7279042840602085
LOAN70523,CUST13656,Personal,604900.0,15.76,84,Closed,2025-12-08,1.9793848167539267
LOAN70524,CUST10720,Auto,719200.0,15.6,48,Pending,2023-05-09,0.9229979466119097
LOAN70525,CUST12324,Education,627700.0,12.66,84,Closed,2024-12-20,0.4702224885759233
LOAN70526,CUST13699,Education,825700.0,9.48,48,Closed,2026-03-05,1.3480816326530611
LOAN70527,CUST12630,Personal,388500.0,12.297836317135548,84,Closed,2022-09-08,1.4783105022831051
LOAN70528,CUST10392,Auto,262700.0,8.38,48,Pending,2023-11-24,0.6500866122246969
LOAN70529,CUST12477,Personal,381100.0,9.67,48,Active,2024-04-01,0.27480530718200175
LOAN70530,CUST14965,Personal,952600.0,15.63,48,Active,2022-10-02,1.721203360737194
LOAN70531,CUST11446,Home,747900.0,15.56,48,Active,2022-04-06,0.71018896591017
LOAN70532,CUST10169,Home,210800.0,12.297836317135548,12,Closed,2023-11-23,0.8085922516302263
LOAN70533,CUST10015,Home,614900.0,12.09,36,Closed,2024-12-20,1.5380190095047523
LOAN70534,CUST14837,Personal,675600.0,15.19,48,Active,2022-11-16,0.2543004479241164
LOAN70535,CUST13223,Education,697900.0,14.52,48,Active,2022-05-12,1.2670660856935367
LOAN70536,CUST14384,Personal,313400.0,16.2,24,Active,2025-06-27,1.6047107014848951
LOAN70537,CUST12588,Personal,3941900.0,13.97,36,Active,2026-03-29,6.889024816497728
LOAN70538,CUST13804,Personal,184200.0,15.72,60,Pending,2024-09-12,0.12295574394232694
LOAN70539,CUST14467,Education,1903600.0,15.31,120,Active,2025-01-31,1.0009464717635923
LOAN70540,CUST13235,Personal,1453200.0,11.76,12,Pending,2022-05-11,2.1183673469387756
LOAN70541,CUST12090,Education,253000.0,12.19,36,Pending,2024-07-25,0.7312138728323699
LOAN70542,CUST11882,Personal,1906600.0,12.15,48,Closed,2024-06-20,5.625848332841546
LOAN70543,CUST14647,Personal,400100.0,13.55,36,Active,2025-05-19,1.088411316648531
LOAN70544,CUST11308,Personal,588800.0,7.57,60,Active,2025-04-13,1.7378984651711924
LOAN70545,CUST11621,Home,5000000.0,12.37,60,Closed,2026-04-20,13.509862199405566
LOAN70546,CUST13209,Home,458600.0,16.34,60,Active,2022-05-11,0.7384863123993559
LOAN70547,CUST11928,Education,612250.0,11.44,36,Closed,2024-10-14,2.524742268041237
LOAN70548,CUST10398,Business,458900.0,7.53,60,Active,2025-05-04,0.3478623408126137
LOAN70549,CUST11889,Education,683300.0,7.74,36,Closed,2025-03-29,1.951728077692088
LOAN70550,CUST10646,Education,756400.0,12.297836317135548,36,Active,2022-08-20,0.6831030434389957
LOAN70551,CUST13794,Personal,653300.0,15.13,36,Active,2022-09-11,7.50919540229885
LOAN70552,CUST11482,Business,389300.0,10.3,12,Closed,2022-01-13,1.152798341723423
LOAN70553,CUST14144,Education,264400.0,15.82,60,Closed,2025-08-09,0.6014558689717925
LOAN70554,CUST11574,Home,837400.0,13.99,24,Active,2023-09-21,2.2706073752711498
LOAN70555,CUST11678,Auto,719000.0,9.62,36,Closed,2022-07-15,4.282310899344848
LOAN70556,CUST11165,Auto,4488200.0,13.1,60,Defaulted,2023-07-09,4.05181908458969
LOAN70557,CUST14051,Auto,313900.0,14.01,24,Active,2022-06-02,0.41526656965207037
LOAN70558,CUST13817,Personal,195500.0,8.6,60,Closed,2024-02-04,0.3199149075437735
LOAN70559,CUST11961,Home,206000.0,8.4,24,Active,2023-03-05,0.13202589245657886
LOAN70560,CUST14812,Home,126600.0,11.36,36,Active,2026-04-17,0.22874695094407804
LOAN70561,CUST11986,Personal,801000.0,15.8,48,Pending,2022-03-11,3.479582971329279
LOAN70562,CUST14020,Personal,752700.0,11.99,60,Active,2024-01-03,5.8667186282151205
LOAN70563,CUST13018,Auto,371500.0,12.7,84,Active,2025-05-10,0.5648471947696518
LOAN70564,CUST10992,Education,195800.0,15.61,84,Defaulted,2024-09-01,0.6822299651567945
LOAN70565,CUST11140,Personal,111200.0,13.57,60,Closed,2025-01-01,0.08784264159886247
LOAN70566,CUST13511,Business,616400.0,11.76,24,Active,2025-02-01,0.4997972918186978
LOAN70567,CUST10257,Personal,465400.0,9.89,48,Active,2025-09-04,1.8395256916996048
LOAN70568,CUST14051,Business,5000000.0,8.22,12,Closed,2024-02-19,6.614631565021829
LOAN70569,CUST13446,Business,1672700.0,9.04,84,Pending,2022-03-31,2.0724817246933465
LOAN70570,CUST12971,Personal,1229800.0,13.04,36,Pending,2026-07-09,1.46701658117619
LOAN70571,CUST11282,Personal,997600.0,9.0,48,Active,2022-07-10,0.6216350947158524
LOAN70572,CUST12817,Home,114300.0,13.18,36,Pending,2025-04-01,0.31349424026330225
LOAN70573,CUST14878,Business,612250.0,10.65,60,Active,2024-05-31,1.281930485762144
LOAN70574,CUST11908,Business,509000.0,10.62,12,Pending,2026-07-30,0.3890544982037759
LOAN70575,CUST14094,Home,1384000.0,10.5,24,Pending,2026-01-23,3.8401775804661487
LOAN70576,CUST14740,Home,124700.0,10.67,24,Closed,2023-08-08,0.11066737664181754
LOAN70577,CUST14185,Personal,377400.0,15.81,120,Closed,2023-05-04,0.5946116275405704
LOAN70578,CUST14520,Auto,634200.0,11.81,60,Pending,2024-05-16,1.8869384111871468
LOAN70579,CUST10959,Auto,1246000.0,16.37,24,Active,2024-04-11,4.530909090909091
LOAN70580,CUST13462,Auto,917000.0,16.24,36,Active,2025-01-21,1.3856149894227863
LOAN70581,CUST14495,Personal,745800.0,9.02,60,Active,2024-10-10,1.2818838088690272
LOAN70582,CUST11576,Home,871300.0,15.45,36,Active,2022-12-06,1.0682932810201078
LOAN70583,CUST12632,Home,180300.0,9.87,48,Active,2023-10-31,0.41774791473586653
LOAN70584,CUST11329,Auto,357800.0,15.86,24,Active,2022-12-01,0.7650203121659184
LOAN70585,CUST10493,Personal,1402000.0,10.27,36,Active,2026-08-05,0.8604922359295403
LOAN70586,CUST11478,Business,704600.0,15.76,48,Active,2023-12-29,1.1650132275132274
LOAN70587,CUST12943,Home,587700.0,12.76,36,Pending,2025-05-23,3.181916621548457
LOAN70588,CUST10546,Personal,1595800.0,8.22,12,Closed,2022-06-30,3.325969153814089
LOAN70589,CUST12290,Home,283400.0,16.5,36,Active,2023-01-21,0.5873575129533679
LOAN70590,CUST10955,Education,1025900.0,14.33,36,Active,2023-09-04,0.8228924360311222
LOAN70591,CUST13586,Education,947500.0,12.68,24,Active,2025-05-09,1.840878181464931
LOAN70592,CUST10376,Personal,421800.0,12.36,36,Pending,2024-10-25,0.34455154386538145
