card_id,customer_id,card_type,issue_date,credit_limit,card_status,annual_fee
CARD91311,CUST12381,Debit,2023-02-04,,Expired,0
CARD91312,CUST13484,Debit,2024-11-08,,Active,0
CARD91313,CUST11209,Credit,2023-01-26,114400.0,Closed,499
CARD91314,CUST11180,Credit,2023-01-06,153400.0,Expired,0
CARD91315,CUST14755,Debit,2023-11-14,,Active,0
CARD91316,CUST11078,Credit,2024-06-15,524100.0,Active,499
CARD91317,CUST14762,Debit,2024-08-15,,Active,0
CARD91318,CUST14688,Debit,2024-01-25,,Active,0
CARD91319,CUST14642,Debit,2024-02-28,,Expired,0
CARD91320,CUST13953,Credit,2024-11-02,217000.0,Closed,1499
CARD91321,CUST11679,Credit,2024-01-13,138700.0,Active,999
CARD91322,CUST13066,Debit,2024-10-30,,Active,0
CARD91323,CUST10186,Debit,2024-10-20,,Active,0
CARD91324,CUST11325,Debit,2022-09-04,,Active,0
CARD91325,CUST14239,Debit,2023-11-27,,Active,0
CARD91326,CUST11134,Debit,2025-08-13,,Active,0
CARD91327,CUST14569,Credit,2023-03-05,247300.0,Active,999
CARD91328,CUST10822,Debit,2024-10-16,,Active,0
CARD91329,CUST13704,Credit,2023-05-23,137500.0,Closed,0
CARD91330,CUST12827,Debit,2022-12-15,,Active,0
CARD91331,CUST10236,Debit,2024-03-16,,Active,0
CARD91332,CUST14137,Credit,2025-11-07,170900.0,Active,0
CARD91333,CUST14856,Credit,2025-01-16,161500.0,Active,1499
CARD91334,CUST14441,Debit,2022-07-12,,Active,0
CARD91335,CUST10861,Credit,2023-05-03,109300.0,Active,0
CARD91336,CUST13066,Credit,2023-09-27,149900.0,Active,999
CARD91337,CUST12312,Credit,2024-01-24,54800.0,Active,999
CARD91338,CUST11867,Credit,2022-07-21,197400.0,Active,0
CARD91339,CUST11490,Debit,2023-01-23,,Active,0
CARD91340,CUST11718,Credit,2022-10-15,82500.0,Active,499
CARD91341,CUST14250,Debit,2024-10-19,,Blocked,0
CARD91342,CUST12202,Credit,2023-08-11,253900.0,Closed,499
CARD91343,CUST11917,Debit,2022-07-05,,Active,0
CARD91344,CUST13615,Credit,2025-05-01,214200.0,Active,0
CARD91345,CUST10973,Credit,2023-05-22,227600.0,Active,499
CARD91346,CUST11378,Debit,2022-05-31,,Active,0
CARD91347,CUST13357,Credit,2024-07-11,142400.0,Blocked,999
CARD91348,CUST12056,Credit,2025-02-14,291200.0,Active,1499
CARD91349,CUST10554,Credit,2026-01-21,151100.0,Active,999
CARD91350,CUST10734,Debit,2024-09-22,,Active,0
CARD91351,CUST14343,Credit,2022-07-06,443900.0,Blocked,0
CARD91352,CUST13921,Credit,2023-09-13,63700.0,Active,499
CARD91353,CUST12217,Credit,2025-12-23,125100.0,Active,999
CARD91354,CUST10042,Debit,2022-01-14,,Active,0
CARD91355,CUST11810,Debit,2024-08-08,,Active,0
CARD91356,CUST10807,Debit,2025-03-29,,Active,0
CARD91357,CUST11281,Debit,2025-11-13,,Active,0
CARD91358,CUST12431,Credit,2025-12-10,127400.0,Closed,0
CARD91359,CUST10142,Debit,2023-01-26,,Active,0
CARD91360,CUST13231,Debit,2022-01-06,,Active,0
CARD91361,CUST11535,Debit,2025-03-30,,Active,0
CARD91362,CUST11148,Credit,2022-01-24,89000.0,Active,0
CARD91363,CUST12764,Debit,2025-08-15,,Active,0
CARD91364,CUST13896,Credit,2024-05-09,171500.0,Active,999
CARD91365,CUST14606,Debit,2024-07-03,,Expired,0
CARD91366,CUST12937,Credit,2023-03-03,148900.0,Expired,1499
CARD91367,CUST13632,Debit,2023-03-06,,Active,0
CARD91368,CUST12758,Credit,2025-02-26,107000.0,Expired,999
CARD91369,CUST10299,Debit,2023-11-03,,Active,0
CARD91370,CUST11494,Debit,2024-11-09,,Active,0
CARD91371,CUST10453,Credit,2025-09-26,181800.0,Active,1499
CARD91372,CUST11722,Credit,2023-09-04,389800.0,Active,0
CARD91373,CUST10784,Credit,2024-02-07,100200.0,Active,499
CARD91374,CUST14087,Debit,2025-05-30,,Active,0
CARD91375,CUST13932,Debit,2023-12-19,,Active,0
CARD91376,CUST12452,Debit,2023-11-19,,Active,0
CARD91377,CUST14808,Credit,2023-09-10,174300.0,Active,1499
CARD91378,CUST11877,Credit,2024-03-09,367200.0,Active,1499
CARD91379,CUST11909,Debit,2024-05-22,,Active,0
CARD91380,CUST14886,Credit,2023-12-22,302000.0,Expired,499
CARD91381,CUST13119,Credit,2022-03-04,59800.0,Active,1499
CARD91382,CUST11460,Debit,2024-01-29,,Active,0
CARD91383,CUST10131,Debit,2023-04-30,,Active,0
CARD91384,CUST11363,Credit,2022-03-20,73400.0,Active,999
CARD91385,CUST12398,Debit,2024-08-19,,Active,0
CARD91386,CUST10162,Credit,2022-05-07,88600.0,Expired,999
CARD91387,CUST14615,Debit,2023-02-13,,Expired,0
CARD91388,CUST11953,Debit,2023-10-25,,Active,0
CARD91389,CUST11841,Credit,2023-09-09,205600.0,Active,0
CARD91390,CUST11602,Credit,2022-10-18,186400.0,Active,1499
CARD91391,CUST11940,Credit,2023-07-15,194600.0,Active,0
CARD91392,CUST14730,Debit,2022-11-24,,Active,0
CARD91393,CUST13059,Debit,2023-09-08,,Active,0
CARD91394,CUST14510,Debit,2024-11-07,,Active,0
CARD91395,CUST13514,Credit,2025-05-02,333900.0,Closed,999
CARD91396,CUST11972,Debit,2024-01-27,,Active,0
CARD91397,CUST11939,Credit,2024-05-16,80200.0,Active,499
CARD91398,CUST12669,Debit,2022-08-06,,Active,0
CARD91399,CUST12744,Credit,2024-10-18,147400.0,Active,0
CARD91400,CUST14088,Credit,2024-08-30,136500.0,Expired,499
CARD91401,CUST13840,Credit,2025-11-02,203300.0,Active,499
CARD91402,CUST13414,Debit,2022-11-21,,Active,0
CARD91403,CUST11240,Credit,2024-03-21,453900.0,Active,0
CARD91404,CUST10189,Debit,2023-03-12,,Active,0
CARD91405,CUST13602,Debit,2023-12-03,,Closed,0
CARD91406,CUST10003,Debit,2023-04-21,,Active,0
CARD91407,CUST12384,Debit,2022-11-26,,Expired,0
CARD91408,CUST12176,Credit,2025-01-05,258600.0,Active,1499
CARD91409,CUST14964,Debit,2022-08-16,,Active,0
CARD91410,CUST14285,Debit,2026-01-25,,Blocked,0
CARD91411,CUST14203,Credit,2024-01-10,199800.0,Active,1499
CARD91412,CUST10272,Credit,2026-01-24,78900.0,Active,499
CARD91413,CUST12697,Debit,2023-07-23,,Active,0
CARD91414,CUST11525,Credit,2026-01-29,104300.0,Expired,1499
CARD91415,CUST14354,Debit,2022-02-13,,Active,0
CARD91416,CUST11777,Credit,2023-09-15,297600.0,Active,999
CARD91417,CUST10444,Debit,2025-02-27,,Active,0
CARD91418,CUST10540,Credit,2024-08-23,212900.0,Active,1499
CARD91419,CUST13423,Debit,2024-12-30,,Closed,0
CARD91420,CUST14904,Debit,2024-05-01,,Active,0
CARD91421,CUST13771,Debit,2025-03-01,,Active,0
CARD91422,CUST12853,Debit,2023-10-07,,Blocked,0
CARD91423,CUST14638,Debit,2025-03-17,,Active,0
CARD91424,CUST12741,Credit,2023-09-21,114800.0,Blocked,999
CARD91425,CUST13835,Debit,2024-10-14,,Active,0
CARD91426,CUST14028,Credit,2025-09-25,112400.0,Closed,1499
CARD91427,CUST10437,Credit,2023-09-03,104600.0,Active,0
CARD91428,CUST13568,Debit,2022-08-19,,Active,0
CARD91429,CUST10857,Debit,2023-09-13,,Active,0
CARD91430,CUST11009,Debit,2025-01-09,,Active,0
CARD91431,CUST13781,Debit,2022-07-07,,Active,0
CARD91432,CUST10338,Credit,2025-05-20,48800.0,Active,499
CARD91433,CUST13007,Debit,2022-12-17,,Active,0
CARD91434,CUST13699,Debit,2023-04-26,,Active,0
CARD91435,CUST10104,Credit,2023-05-02,192600.0,Active,499
CARD91436,CUST11210,Debit,2025-07-04,,Active,0
CARD91437,CUST11563,Credit,2022-04-30,67800.0,Active,499
CARD91438,CUST11819,Credit,2024-06-06,94900.0,Active,999
CARD91439,CUST10395,Debit,2022-05-31,,Active,0
CARD91440,CUST13222,Debit,2025-10-07,,Blocked,0
CARD91441,CUST13343,Debit,2025-10-09,,Active,0
CARD91442,CUST11460,Debit,2023-09-21,,Active,0
CARD91443,CUST12171,Debit,2023-08-23,,Expired,0
CARD91444,CUST13129,Debit,2023-10-13,,Active,0
CARD91445,CUST12291,Debit,2023-07-21,,Active,0
CARD91446,CUST13607,Credit,2022-09-23,175400.0,Active,999
CARD91447,CUST14462,Debit,2022-11-16,,Active,0
CARD91448,CUST12027,Debit,2022-10-28,,Active,0
CARD91449,CUST12406,Debit,2025-10-07,,Closed,0
CARD91450,CUST14290,Credit,2022-02-23,154300.0,Active,499
CARD91451,CUST14778,Credit,2024-11-20,255700.0,Active,999
CARD91452,CUST12784,Debit,2022-09-13,,Active,0
CARD91453,CUST12337,Debit,2023-09-01,,Blocked,0
CARD91454,CUST11220,Debit,2025-02-13,,Active,0
CARD91455,CUST11781,Debit,2025-01-04,,Active,0
CARD91456,CUST14834,Debit,2025-02-04,,Blocked,0
CARD91457,CUST12197,Debit,2024-08-29,,Active,0
CARD91458,CUST14101,Debit,2023-02-05,,Active,0
CARD91459,CUST10777,Debit,2025-08-29,,Active,0
CARD91460,CUST11751,Debit,2025-11-11,,Active,0
CARD91461,CUST13901,Debit,2026-01-14,,Active,0
CARD91462,CUST11830,Debit,2023-06-14,,Active,0
CARD91463,CUST13591,Debit,2022-07-17,,Active,0
CARD91464,CUST11836,Debit,2024-03-14,,Active,0
CARD91465,CUST12072,Debit,2025-12-01,,Active,0
CARD91466,CUST11782,Debit,2024-11-06,,Blocked,0
CARD91467,CUST12428,Debit,2025-01-10,,Active,0
CARD91468,CUST11026,Debit,2024-01-13,,Active,0
CARD91469,CUST10885,Credit,2024-08-10,108300.0,Active,499
CARD91470,CUST13331,Credit,2023-08-14,254100.0,Active,1499
CARD91471,CUST14508,Credit,2023-12-27,175800.0,Active,999
CARD91472,CUST14634,Debit,2022-07-15,,Expired,0
CARD91473,CUST12524,Debit,2025-09-15,,Active,0
CARD91474,CUST11730,Credit,2025-11-13,299000.0,Active,1499
CARD91475,CUST10253,Debit,2023-10-08,,Active,0
CARD91476,CUST12172,Debit,2023-06-10,,Active,0
CARD91477,CUST11935,Credit,2025-07-20,103600.0,Blocked,999
CARD91478,CUST14500,Credit,2025-02-15,393900.0,Active,1499
CARD91479,CUST10683,Credit,2022-05-04,83100.0,Active,499
CARD91480,CUST13111,Credit,2023-10-14,58100.0,Active,499
CARD91481,CUST13487,Credit,2025-05-28,186500.0,Active,999
CARD91482,CUST10519,Debit,2022-08-12,,Active,0
CARD91483,CUST13116,Debit,2023-02-06,,Active,0
CARD91484,CUST14428,Credit,2025-01-27,98000.0,Expired,499
CARD91485,CUST13918,Debit,2022-08-02,,Active,0
CARD91486,CUST13947,Credit,2025-04-23,190700.0,Active,499
CARD91487,CUST12097,Debit,2024-12-29,,Active,0
CARD91488,CUST14771,Credit,2023-06-11,96700.0,Active,0
CARD91489,CUST14027,Debit,2025-06-09,,Active,0
CARD91490,CUST14006,Credit,2025-03-22,131900.0,Closed,1499
CARD91491,CUST14858,Debit,2025-03-07,,Active,0
CARD91492,CUST13063,Credit,2022-10-19,147300.0,Active,0
CARD91493,CUST10904,Debit,2024-09-24,,Active,0
CARD91494,CUST12406,Credit,2025-06-28,85600.0,Active,0
CARD91495,CUST11308,Credit,2024-08-25,189400.0,Active,999
CARD91496,CUST10489,Credit,2024-09-17,69200.0,Expired,999
CARD91497,CUST12122,Credit,2024-01-07,275900.0,Closed,999
CARD91498,CUST12713,Credit,2025-10-05,100700.0,Active,999
CARD91499,CUST11872,Debit,2022-12-03,,Active,0
CARD91500,CUST10553,Credit,2024-08-11,114000.0,Active,999
CARD91501,CUST14485,Credit,2024-11-06,335100.0,Active,499
CARD91502,CUST13243,Credit,2024-05-28,76700.0,Active,499
CARD91503,CUST11189,Debit,2022-01-22,,Active,0
CARD91504,CUST10976,Credit,2023-09-24,203800.0,Active,1499
CARD91505,CUST11302,Credit,2024-02-06,144000.0,Active,499
CARD91506,CUST13946,Credit,2025-07-29,82200.0,Closed,0
CARD91507,CUST12486,Credit,2025-05-08,138200.0,Active,1499
CARD91508,CUST12319,Debit,2022-04-26,,Active,0
CARD91509,CUST14309,Debit,2022-08-15,,Active,0
CARD91510,CUST11627,Debit,2025-12-02,,Active,0
CARD91511,CUST12876,Debit,2023-12-20,,Active,0
CARD91512,CUST11729,Debit,2025-04-14,,Active,0
CARD91513,CUST12226,Credit,2023-07-26,96300.0,Active,999
CARD91514,CUST10943,Debit,2024-12-17,,Active,0
CARD91515,CUST12848,Credit,2025-08-16,93900.0,Active,999
CARD91516,CUST11312,Credit,2024-06-24,151900.0,Active,499
CARD91517,CUST10286,Debit,2025-07-31,,Expired,0
CARD91518,CUST13897,Debit,2023-06-06,,Expired,0
CARD91519,CUST12807,Debit,2024-03-08,,Active,0
CARD91520,CUST10634,Debit,2022-11-10,,Blocked,0
CARD91521,CUST12551,Debit,2026-02-06,,Expired,0
CARD91522,CUST12017,Debit,2024-05-14,,Active,0
CARD91523,CUST11733,Debit,2025-12-29,,Blocked,0
CARD91524,CUST12988,Credit,2024-07-09,155900.0,Active,999
CARD91525,CUST12244,Debit,2023-08-06,,Active,0
CARD91526,CUST10977,Debit,2024-01-16,,Active,0
CARD91527,CUST12347,Credit,2025-12-22,55300.0,Active,1499
CARD91528,CUST11356,Debit,2026-01-20,,Active,0
CARD91529,CUST10084,Credit,2023-03-08,341700.0,Active,0
CARD91530,CUST13784,Credit,2023-10-26,175400.0,Expired,999
CARD91531,CUST13780,Debit,2025-01-13,,Active,0
CARD91532,CUST14858,Debit,2026-02-03,,Active,0
CARD91533,CUST12867,Debit,2022-08-13,,Active,0
CARD91534,CUST13526,Debit,2024-08-21,,Active,0
CARD91535,CUST10075,Debit,2022-04-29,,Active,0
CARD91536,CUST11722,Credit,2025-02-02,70300.0,Expired,999
CARD91537,CUST11161,Debit,2023-04-24,,Expired,0
CARD91538,CUST14808,Debit,2024-09-21,,Active,0
CARD91539,CUST12606,Debit,2023-11-26,,Active,0
CARD91540,CUST12023,Debit,2022-03-25,,Closed,0
CARD91541,CUST14153,Credit,2025-04-28,234600.0,Active,499
CARD91542,CUST10271,Debit,2023-01-16,,Active,0
CARD91543,CUST14891,Credit,2023-03-02,107500.0,Active,0
CARD91544,CUST14255,Credit,2022-03-14,713100.0,Expired,999
CARD91545,CUST11912,Debit,2025-10-13,,Active,0
CARD91546,CUST12002,Debit,2025-07-01,,Active,0
CARD91547,CUST13382,Debit,2024-04-28,,Active,0
CARD91548,CUST13132,Credit,2024-10-24,550500.0,Blocked,1499
CARD91549,CUST13817,Credit,2024-01-11,109200.0,Active,999
CARD91550,CUST10383,Debit,2022-04-20,,Active,0
CARD91551,CUST13926,Debit,2023-06-15,,Active,0
CARD91552,CUST10910,Debit,2024-08-26,,Active,0
CARD91553,CUST13999,Credit,2022-08-12,308400.0,Active,1499
CARD91554,CUST10560,Debit,2025-07-20,,Active,0
CARD91555,CUST11276,Debit,2022-09-16,,Active,0
CARD91556,CUST14116,Debit,2022-09-09,,Active,0
CARD91557,CUST13076,Debit,2024-07-08,,Active,0
CARD91558,CUST10665,Debit,2025-01-12,,Active,0
CARD91559,CUST11381,Debit,2023-02-19,,Active,0
CARD91560,CUST10447,Debit,2022-07-24,,Active,0
CARD91561,CUST13310,Debit,2025-01-01,,Active,0
CARD91562,CUST11938,Debit,2023-12-01,,Active,0
CARD91563,CUST12507,Debit,2023-03-16,,Active,0
CARD91564,CUST10028,Debit,2022-02-16,,Active,0
CARD91565,CUST10914,Debit,2022-12-16,,Active,0
CARD91566,CUST13110,Debit,2023-09-15,,Active,0
CARD91567,CUST13189,Debit,2025-07-21,,Expired,0
CARD91568,CUST10144,Debit,2024-03-06,,Active,0
CARD91569,CUST13251,Debit,2023-03-16,,Active,0
CARD91570,CUST10569,Credit,2022-06-21,245900.0,Blocked,0
CARD91571,CUST10676,Debit,2025-01-13,,Active,0
CARD91572,CUST10995,Credit,2023-06-09,266600.0,Active,1499
CARD91573,CUST14998,Credit,2026-01-28,214800.0,Active,1499
CARD91574,CUST13160,Credit,2024-08-09,126600.0,Active,499
CARD91575,CUST13665,Debit,2023-11-27,,Active,0
CARD91576,CUST14859,Debit,2025-10-13,,Active,0
CARD91577,CUST13868,Debit,2023-03-25,,Blocked,0
CARD91578,CUST14190,Credit,2022-03-05,744500.0,Active,0
CARD91579,CUST11799,Debit,2023-09-21,,Active,0
CARD91580,CUST14186,Credit,2025-10-21,48500.0,Active,0
CARD91581,CUST13419,Credit,2025-01-04,138500.0,Active,499
CARD91582,CUST13841,Credit,2024-09-10,169600.0,Active,1499
CARD91583,CUST14471,Debit,2025-05-24,,Active,0
CARD91584,CUST13022,Debit,2024-12-17,,Active,0
CARD91585,CUST13190,Debit,2022-01-02,,Active,0
CARD91586,CUST11197,Debit,2025-12-25,,Active,0
CARD91587,CUST13299,Credit,2022-07-31,226200.0,Active,1499
CARD91588,CUST11281,Debit,2023-05-21,,Active,0
CARD91589,CUST10831,Credit,2025-02-27,234100.0,Active,0
CARD91590,CUST11367,Debit,2025-02-08,,Expired,0
CARD91591,CUST14907,Credit,2024-01-09,235600.0,Active,1499
CARD91592,CUST10939,Debit,2025-10-06,,Active,0
CARD91593,CUST13001,Credit,2025-09-22,185900.0,Active,999
CARD91594,CUST12268,Credit,2024-06-09,176100.0,Active,999
CARD91595,CUST14904,Debit,2022-04-15,,Blocked,0
CARD91596,CUST14991,Debit,2022-06-04,,Active,0
CARD91597,CUST14231,Credit,2022-10-07,191500.0,Active,499
CARD91598,CUST13762,Credit,2024-09-03,288300.0,Closed,0
CARD91599,CUST10697,Credit,2025-05-21,81800.0,Active,0
CARD91600,CUST12620,Debit,2023-11-27,,Active,0
CARD91601,CUST10987,Debit,2025-12-20,,Active,0
CARD91602,CUST11516,Debit,2022-03-31,,Closed,0
CARD91603,CUST10889,Debit,2024-08-20,,Active,0
CARD91604,CUST11768,Debit,2022-02-18,,Active,0
CARD91605,CUST14277,Credit,2022-02-25,240700.0,Active,1499
CARD91606,CUST14287,Credit,2024-02-08,131200.0,Active,1499
CARD91607,CUST10456,Credit,2022-10-03,201000.0,Active,999
CARD91608,CUST10994,Debit,2025-07-05,,Active,0
CARD91609,CUST10673,Debit,2023-12-05,,Active,0
CARD91610,CUST10411,Credit,2023-03-12,76500.0,Active,1499
CARD91611,CUST11646,Debit,2023-09-10,,Expired,0
CARD91612,CUST12579,Credit,2025-06-24,148000.0,Active,1499
CARD91613,CUST14813,Debit,2025-02-02,,Active,0
CARD91614,CUST12543,Debit,2024-08-21,,Blocked,0
CARD91615,CUST13723,Debit,2025-12-28,,Active,0
CARD91616,CUST13959,Credit,2025-01-24,185500.0,Active,1499
CARD91617,CUST11752,Credit,2023-06-14,129800.0,Active,1499
CARD91618,CUST11317,Debit,2025-06-11,,Active,0
CARD91619,CUST12087,Debit,2025-10-24,,Blocked,0
CARD91620,CUST14233,Credit,2024-01-07,175600.0,Active,499
CARD91621,CUST10466,Debit,2025-01-31,,Active,0
CARD91622,CUST11749,Credit,2023-05-23,75700.0,Expired,0
CARD91623,CUST13239,Debit,2025-01-25,,Active,0
CARD91624,CUST12942,Debit,2025-02-25,,Active,0
CARD91625,CUST14134,Debit,2025-08-19,,Active,0
CARD91626,CUST10950,Credit,2025-08-25,173300.0,Active,999
CARD91627,CUST13551,Credit,2022-05-27,80500.0,Active,1499
CARD91628,CUST12185,Debit,2025-07-17,,Active,0
CARD91629,CUST10732,Debit,2023-05-07,,Active,0
CARD91630,CUST12965,Debit,2025-08-17,,Active,0
CARD91631,CUST10483,Credit,2023-08-23,292300.0,Active,1499
CARD91632,CUST13458,Debit,2023-06-30,,Active,0
CARD91633,CUST12494,Credit,2022-07-26,71400.0,Closed,1499
CARD91634,CUST11403,Debit,2025-01-20,,Active,0
CARD91635,CUST13525,Debit,2025-12-27,,Active,0
CARD91636,CUST12115,Debit,2022-10-23,,Active,0
CARD91637,CUST12566,Debit,2024-07-07,,Active,0
CARD91638,CUST13700,Credit,2023-02-17,119400.0,Active,1499
CARD91639,CUST13289,Debit,2025-09-17,,Blocked,0
CARD91640,CUST13923,Debit,2023-04-24,,Active,0
CARD91641,CUST12767,Debit,2023-12-16,,Active,0
CARD91642,CUST11623,Debit,2025-05-05,,Active,0
CARD91643,CUST10065,Debit,2024-08-26,,Active,0
CARD91644,CUST10751,Credit,2025-09-22,213000.0,Active,499
CARD91645,CUST12618,Credit,2023-09-22,124300.0,Active,0
CARD91646,CUST10134,Credit,2025-05-13,215000.0,Active,1499
CARD91647,CUST10776,Debit,2025-11-29,,Active,0
CARD91648,CUST11579,Debit,2022-02-19,,Active,0
CARD91649,CUST10375,Credit,2022-12-10,91500.0,Active,499
CARD91650,CUST14633,Debit,2022-09-13,,Active,0
CARD91651,CUST13480,Debit,2022-05-18,,Active,0
CARD91652,CUST10685,Credit,2022-01-26,147500.0,Closed,999
CARD91653,CUST10713,Debit,2025-11-04,,Expired,0
CARD91654,CUST12526,Debit,2024-06-15,,Active,0
CARD91655,CUST11244,Debit,2024-01-08,,Blocked,0
CARD91656,CUST13646,Credit,2022-11-28,147200.0,Closed,499
CARD91657,CUST13354,Debit,2024-07-31,,Active,0
CARD91658,CUST13293,Credit,2024-07-15,522100.0,Active,999
CARD91659,CUST10889,Debit,2023-08-21,,Active,0
CARD91660,CUST11538,Debit,2022-05-29,,Active,0
CARD91661,CUST12060,Debit,2022-10-17,,Active,0
CARD91662,CUST12180,Debit,2024-03-21,,Active,0
CARD91663,CUST11712,Debit,2024-06-26,,Active,0
CARD91664,CUST14577,Debit,2025-04-07,,Active,0
CARD91665,CUST12938,Debit,2023-11-18,,Active,0
CARD91666,CUST12850,Debit,2024-10-04,,Active,0
CARD91667,CUST11662,Debit,2022-11-01,,Active,0
CARD91668,CUST13023,Debit,2023-07-31,,Blocked,0
CARD91669,CUST14718,Credit,2023-10-07,351400.0,Active,1499
CARD91670,CUST10276,Credit,2022-08-21,143700.0,Active,499
CARD91671,CUST11078,Credit,2022-12-06,108500.0,Active,999
CARD91672,CUST13586,Debit,2022-11-16,,Active,0
CARD91673,CUST14387,Debit,2025-10-18,,Active,0
CARD91674,CUST14497,Credit,2025-04-03,103400.0,Active,0
CARD91675,CUST14404,Credit,2022-10-05,149200.0,Active,999
CARD91676,CUST10687,Credit,2023-02-26,114700.0,Active,0
CARD91677,CUST10224,Credit,2024-12-01,121000.0,Active,999
CARD91678,CUST11082,Debit,2024-05-28,,Closed,0
CARD91679,CUST14461,Debit,2024-09-16,,Active,0
CARD91680,CUST12403,Debit,2022-02-01,,Expired,0
CARD91681,CUST10943,Debit,2024-09-13,,Active,0
CARD91682,CUST10614,Debit,2022-08-02,,Active,0
CARD91683,CUST13985,Debit,2025-04-20,,Active,0
CARD91684,CUST12888,Debit,2024-12-12,,Active,0
CARD91685,CUST13352,Credit,2023-06-04,97400.0,Expired,499
CARD91686,CUST13506,Credit,2025-12-16,265900.0,Active,999
CARD91687,CUST14373,Credit,2024-07-19,236200.0,Active,0
CARD91688,CUST11030,Credit,2024-12-16,87000.0,Active,999
CARD91689,CUST13560,Debit,2024-08-17,,Active,0
CARD91690,CUST10011,Debit,2024-09-10,,Active,0
CARD91691,CUST12575,Debit,2024-10-24,,Closed,0
CARD91692,CUST12419,Debit,2025-08-03,,Expired,0
CARD91693,CUST13081,Debit,2022-03-09,,Active,0
CARD91694,CUST13980,Debit,2022-04-20,,Active,0
CARD91695,CUST10377,Debit,2025-03-31,,Active,0
CARD91696,CUST13981,Debit,2025-05-05,,Active,0
CARD91697,CUST14356,Debit,2025-06-11,,Active,0
CARD91698,CUST10711,Credit,2025-05-06,102100.0,Active,0
CARD91699,CUST12352,Credit,2022-02-13,57700.0,Active,999
CARD91700,CUST10348,Debit,2025-02-23,,Active,0
CARD91701,CUST13159,Debit,2023-06-21,,Active,0
CARD91702,CUST12983,Credit,2023-06-09,91900.0,Active,1499
CARD91703,CUST11930,Credit,2023-10-16,102700.0,Active,499
CARD91704,CUST10955,Debit,2024-04-25,,Active,0
CARD91705,CUST14916,Debit,2023-05-01,,Expired,0
CARD91706,CUST13937,Debit,2022-04-26,,Blocked,0
CARD91707,CUST13111,Credit,2024-08-24,82000.0,Active,1499
CARD91708,CUST14386,Debit,2022-07-18,,Active,0
CARD91709,CUST13048,Debit,2025-03-14,,Active,0
CARD91710,CUST13623,Debit,2023-12-07,,Active,0
CARD91711,CUST12645,Debit,2024-08-18,,Active,0
CARD91712,CUST13755,Debit,2024-08-25,,Active,0
CARD91713,CUST11319,Debit,2022-07-06,,Closed,0
CARD91714,CUST13323,Credit,2026-01-14,301200.0,Active,499
CARD91715,CUST13051,Debit,2022-08-27,,Expired,0
CARD91716,CUST11686,Credit,2023-02-18,112800.0,Active,499
CARD91717,CUST13371,Credit,2023-07-16,90900.0,Blocked,499
CARD91718,CUST13694,Debit,2025-06-22,,Active,0
CARD91719,CUST12387,Debit,2022-03-06,,Active,0
CARD91720,CUST11042,Debit,2024-10-19,,Active,0
CARD91721,CUST12496,Debit,2023-01-18,,Active,0
CARD91722,CUST10171,Credit,2025-01-18,202300.0,Active,0
CARD91723,CUST13438,Debit,2023-06-03,,Active,0
CARD91724,CUST11950,Debit,2022-04-17,,Active,0
CARD91725,CUST11243,Credit,2025-11-27,80700.0,Expired,0
CARD91726,CUST12523,Debit,2023-05-23,,Active,0
CARD91727,CUST12337,Debit,2022-12-11,,Active,0
CARD91728,CUST14061,Debit,2025-10-11,,Active,0
CARD91729,CUST14166,Debit,2022-02-12,,Active,0
CARD91730,CUST10724,Debit,2024-04-16,,Active,0
CARD91731,CUST14817,Credit,2024-12-15,403100.0,Active,1499
CARD91732,CUST10116,Credit,2025-09-29,228300.0,Blocked,1499
CARD91733,CUST14837,Debit,2022-09-07,,Active,0
CARD91734,CUST12119,Credit,2025-11-10,105200.0,Active,0
CARD91735,CUST13665,Debit,2023-09-04,,Active,0
CARD91736,CUST11347,Credit,2022-03-27,289700.0,Expired,499
CARD91737,CUST14760,Credit,2024-09-18,132100.0,Active,0
CARD91738,CUST12239,Debit,2024-11-16,,Expired,0
CARD91739,CUST10921,Debit,2024-12-16,,Active,0
CARD91740,CUST12366,Debit,2023-10-18,,Active,0
CARD91741,CUST14263,Credit,2024-03-03,188400.0,Expired,499
CARD91742,CUST13538,Debit,2024-07-27,,Active,0
CARD91743,CUST12470,Debit,2022-04-25,,Active,0
CARD91744,CUST12133,Credit,2025-07-12,62700.0,Active,1499
CARD91745,CUST12507,Credit,2025-10-05,87600.0,Active,999
CARD91746,CUST14657,Credit,2023-08-27,100300.0,Active,499
CARD91747,CUST14542,Debit,2025-10-28,,Active,0
CARD91748,CUST11480,Debit,2023-06-30,,Active,0
CARD91749,CUST14548,Debit,2023-05-17,,Active,0
CARD91750,CUST14546,Credit,2025-04-29,201000.0,Active,1499
CARD91751,CUST12366,Debit,2024-11-12,,Active,0
CARD91752,CUST13070,Credit,2024-08-30,220000.0,Active,999
CARD91753,CUST14011,Debit,2024-11-02,,Blocked,0
CARD91754,CUST10993,Debit,2023-05-28,,Active,0
CARD91755,CUST12338,Debit,2023-11-02,,Active,0
CARD91756,CUST11424,Credit,2023-01-04,97200.0,Active,1499
CARD91757,CUST12629,Credit,2024-02-21,150600.0,Active,1499
CARD91758,CUST11554,Credit,2024-07-04,79000.0,Closed,999
CARD91759,CUST10043,Credit,2023-03-07,54500.0,Active,0
CARD91760,CUST12104,Debit,2022-08-22,,Blocked,0
CARD91761,CUST14758,Credit,2023-10-05,296300.0,Active,999
