account_id,customer_id,account_type,opening_date,balance,account_status
ACC21668,CUST14092,Salary,2023-03-26,60021.57,Inactive
ACC21669,CUST14292,Current,2024-07-22,120329.91,Active
ACC21670,CUST10536,Savings,2022-12-27,32334.53,Dormant
ACC21671,CUST13674,Savings,2026-07-21,37624.47,Active
ACC21672,CUST12631,Savings,2026-07-07,94106.41,Active
ACC21673,CUST12014,Current,2021-06-26,33098.29,Active
ACC21674,CUST11013,Current,2022-11-13,240073.28,Active
ACC21675,CUST10480,Current,2022-04-14,30434.41,Active
ACC21676,CUST14867,Savings,2024-02-06,36754.05,Active
ACC21677,CUST13073,Savings,2021-04-23,380425.0,Active
ACC21678,CUST11154,Savings,2025-04-23,49545.96,Active
ACC21679,CUST11055,Savings,2021-06-07,10777.72,Active
ACC21680,CUST12806,Savings,2023-03-10,85276.33,Active
ACC21681,CUST10231,Savings,2026-05-04,61722.09,Closed
ACC21682,CUST11456,Savings,2022-12-11,57089.3,Active
ACC21683,CUST10093,Savings,2021-03-17,6846.74,Active
ACC21684,CUST10240,Salary,2023-11-09,242443.21,Active
ACC21685,CUST11874,Current,2021-10-25,168441.95,Active
ACC21686,CUST10997,Current,2021-07-08,45430.68,Active
ACC21687,CUST13784,Savings,2022-05-02,17334.36,Active
ACC21688,CUST12593,Savings,2023-06-28,20126.27,Active
ACC21689,CUST13391,Premium Savings,2023-10-11,57620.1,Inactive
ACC21690,CUST14492,Premium Savings,2025-05-22,4987.48,Active
ACC21691,CUST13161,Salary,2025-03-01,103047.12,Active
ACC21692,CUST10754,Current,2024-11-23,17868.64,Active
ACC21693,CUST13103,Savings,2023-06-14,9608.01,Active
ACC21694,CUST10848,Savings,2022-05-19,73388.51,Closed
ACC21695,CUST13285,Savings,2025-01-01,18858.39,Closed
ACC21696,CUST12994,Savings,2021-11-24,74313.66,Dormant
ACC21697,CUST12373,Savings,2025-03-21,98757.61,Inactive
ACC21698,CUST11652,Current,2025-01-26,10125.91,Active
ACC21699,CUST14167,Savings,2025-09-03,7044.4,Active
ACC21700,CUST10887,Savings,2022-05-13,15728.76,Active
ACC21701,CUST14591,Savings,2022-02-08,99833.3,Active
ACC21702,CUST14683,Salary,2021-11-20,18031.37,Dormant
ACC21703,CUST14358,Salary,2025-01-23,8572.07,Active
ACC21704,CUST14218,Savings,2021-10-15,32566.01,Active
ACC21705,CUST12284,Savings,2025-04-30,50332.26,Active
ACC21706,CUST12773,Savings,2021-05-13,45988.7,Active
ACC21707,CUST13233,Savings,2024-05-12,161531.68,Active
ACC21708,CUST12180,Premium Savings,2026-02-11,15743.09,Active
ACC21709,CUST14338,Current,2021-01-16,14309.89,Dormant
ACC21710,CUST13948,Savings,2025-05-03,314220.62,Closed
ACC21711,CUST14420,Savings,2022-08-09,114398.14,Dormant
ACC21712,CUST11368,Current,2021-02-18,3436.88,Active
ACC21713,CUST12152,Salary,2025-01-08,211337.09,Active
ACC21714,CUST12947,Savings,2026-08-08,28950.11,Active
ACC21715,CUST13637,Salary,2025-03-29,53348.76,Active
ACC21716,CUST13039,Savings,2023-09-16,76222.06,Closed
ACC21717,CUST14768,Savings,2023-07-15,24532.59,Inactive
ACC21718,CUST11402,Salary,2025-02-20,330625.32,Active
ACC21719,CUST11282,Savings,2022-04-15,18597.73,Active
ACC21720,CUST11578,Savings,2025-02-27,38097.6,Dormant
ACC21721,CUST12423,Salary,2022-08-11,285462.32,Active
ACC21722,CUST11930,Savings,2025-07-06,301538.79,Active
ACC21723,CUST13702,Salary,2021-03-16,35521.81,Active
ACC21724,CUST14719,Savings,2025-04-11,14969.52,Active
ACC21725,CUST11664,Savings,2025-01-08,95608.84,Active
ACC21726,CUST10793,Premium Savings,2025-11-22,12269.55,Active
ACC21727,CUST12026,Premium Savings,2023-11-19,64118.93,Active
ACC21728,CUST13499,Savings,2023-04-24,113769.51,Active
ACC21729,CUST11223,Current,2026-08-02,711045.46,Inactive
ACC21730,CUST14914,Current,2021-10-10,91690.81,Closed
ACC21731,CUST11491,Savings,2024-01-07,235887.78,Active
ACC21732,CUST12837,Current,2023-08-12,57291.69,Active
ACC21733,CUST13257,Savings,2026-07-10,64778.52,Active
ACC21734,CUST12886,Savings,2021-07-13,111183.3,Active
ACC21735,CUST11868,Premium Savings,2021-03-23,336783.73,Active
ACC21736,CUST13416,Premium Savings,2021-02-28,49076.19,Inactive
ACC21737,CUST11451,Savings,2025-02-09,-500.0,Active
ACC21738,CUST11060,Savings,2024-03-15,98325.07,Active
ACC21739,CUST11879,Current,2022-01-25,131526.96,Dormant
ACC21740,CUST12498,Salary,2026-04-16,32380.35,Active
ACC21741,CUST12339,Current,2022-12-08,212856.46,Active
ACC21742,CUST12715,Savings,2026-01-02,72963.54,Active
ACC21743,CUST11102,Savings,2021-02-17,108383.06,Active
ACC21744,CUST14564,Current,2023-01-14,57807.54,Inactive
ACC21745,CUST11835,Current,2026-06-09,25680.57,Active
ACC21746,CUST12225,Savings,2026-02-20,205132.77,Active
ACC21747,CUST12879,Salary,2025-03-29,2213.45,Active
ACC21748,CUST12349,Savings,2025-10-25,6706.47,Active
ACC21749,CUST12110,Savings,2023-05-09,33896.98,Active
ACC21750,CUST13148,Savings,2022-02-09,20011.5,Active
ACC21751,CUST12902,Savings,2025-04-17,21553.26,Inactive
ACC21752,CUST13750,Savings,2021-02-18,64005.6,Active
ACC21753,CUST12157,Salary,2023-05-17,51681.85,Active
ACC21754,CUST10782,Savings,2025-11-30,46024.28,Active
ACC21755,CUST14596,Premium Savings,2022-04-19,84940.53,Active
ACC21756,CUST11271,Savings,2023-05-18,49995.48,Active
ACC21757,CUST12174,Savings,2024-10-04,282534.91,Active
ACC21758,CUST13966,Savings,2026-08-09,19832.13,Active
ACC21759,CUST12140,Savings,2021-01-23,31203.87,Active
ACC21760,CUST12922,Savings,2021-11-05,176792.22,Active
ACC21761,CUST10161,Savings,2021-12-20,95084.66,Active
ACC21762,CUST11951,Premium Savings,2024-11-20,101363.06,Inactive
ACC21763,CUST14910,Savings,2021-09-28,233985.93,Active
ACC21764,CUST12395,Savings,2021-10-02,116406.72,Active
ACC21765,CUST10044,Premium Savings,2026-02-26,91738.16,Dormant
ACC21766,CUST13634,Savings,2025-07-19,226553.7,Closed
ACC21767,CUST14231,Savings,2023-02-17,11185.0,Active
ACC21768,CUST11369,Savings,2024-09-15,112259.33,Active
ACC21769,CUST14906,Savings,2024-09-07,26426.25,Active
ACC21770,CUST11743,Salary,2024-10-22,81013.64,Active
ACC21771,CUST12774,Savings,2021-11-02,46815.82,Dormant
ACC21772,CUST10778,Savings,2023-12-18,16468.44,Dormant
ACC21773,CUST13056,Salary,2021-11-16,90691.46,Active
ACC21774,CUST12516,Savings,2022-07-21,52555.73,Active
ACC21775,CUST10929,Current,2024-05-13,66745.64,Active
ACC21776,CUST10169,Savings,2024-02-27,16595.17,Active
ACC21777,CUST11964,Current,2025-10-19,50300.41,Active
ACC21778,CUST14939,Savings,2024-03-21,28267.87,Active
ACC21779,CUST10732,Savings,2022-11-13,40779.54,Active
ACC21780,CUST11601,Savings,2025-05-09,188499.87,Active
ACC21781,CUST11779,Premium Savings,2021-02-16,37509.33,Closed
ACC21782,CUST10462,Savings,2021-05-21,23014.3,Active
ACC21783,CUST12476,Premium Savings,2024-05-20,99159.19,Active
ACC21784,CUST13347,Savings,2025-03-12,48125.21,Inactive
ACC21785,CUST11947,Salary,2023-04-18,2792.17,Active
ACC21786,CUST12140,Salary,2026-01-20,52023.56,Active
ACC21787,CUST14100,Savings,2025-03-01,25398.97,Active
ACC21788,CUST12580,Savings,2023-07-07,26615.3,Active
ACC21789,CUST11516,Savings,2022-05-27,291844.81,Active
ACC21790,CUST14284,Savings,2023-08-14,160564.64,Active
ACC21791,CUST10188,Current,2023-09-21,5484.55,Active
ACC21792,CUST13778,Savings,2023-06-10,59337.26,Active
ACC21793,CUST13596,Savings,2024-02-10,112009.51,Active
ACC21794,CUST11319,Savings,2024-04-26,100980.2,Active
ACC21795,CUST12723,Current,2021-10-27,23842.84,Active
ACC21796,CUST14340,Savings,2024-04-21,24098.11,Active
ACC21797,CUST12063,Savings,2023-11-03,85740.88,Active
ACC21798,CUST14157,Savings,2022-01-03,3871.59,Active
ACC21799,CUST11026,Savings,2024-09-25,109743.81,Active
ACC21800,CUST10494,Savings,2022-09-01,36411.5,Active
ACC21801,CUST11290,Premium Savings,2025-04-09,28097.48,Active
ACC21802,CUST12384,Salary,2026-03-01,20394.63,Active
ACC21803,CUST10122,Current,2025-03-31,27859.76,Active
ACC21804,CUST13300,Savings,2021-04-05,93208.1,Active
ACC21805,CUST13700,Savings,2021-09-22,345776.6,Active
ACC21806,CUST12405,Savings,2022-05-02,40636.42,Active
ACC21807,CUST12581,Current,2022-09-05,151713.43,Inactive
ACC21808,CUST10066,Salary,2023-05-27,44293.36,Active
ACC21809,CUST10249,Salary,2022-12-30,71685.8,Active
ACC21810,CUST12701,Savings,2026-02-14,11330.1,Closed
ACC21811,CUST13485,Savings,2024-02-03,31140.23,Active
ACC21812,CUST14804,Savings,2025-01-05,122948.65,Active
ACC21813,CUST13437,Savings,2025-08-05,20895.87,Active
ACC21814,CUST12231,Savings,2025-08-22,20583.95,Dormant
ACC21815,CUST12464,Current,2024-09-10,21364.22,Dormant
ACC21816,CUST12541,Salary,2023-07-03,56748.49,Active
ACC21817,CUST14803,Savings,2025-05-02,49065.53,Active
ACC21818,CUST12629,Savings,2022-03-01,34126.57,Inactive
ACC21819,CUST14904,Salary,2022-11-07,34143.65,Active
ACC21820,CUST14871,Salary,2024-12-02,120470.39,Inactive
ACC21821,CUST10503,Savings,2026-03-28,24229.08,Active
ACC21822,CUST13486,Savings,2023-10-11,20460.56,Active
ACC21823,CUST12375,Salary,2024-12-29,647374.44,Closed
ACC21824,CUST10100,Savings,2023-05-14,98764.07,Dormant
ACC21825,CUST11032,Savings,2025-07-03,92025.22,Active
ACC21826,CUST14355,Salary,2022-05-25,113919.73,Active
ACC21827,CUST11981,Current,2025-04-15,19002.95,Active
ACC21828,CUST10297,Savings,2024-02-22,6667.41,Active
ACC21829,CUST13845,Salary,2026-06-14,50989.24,Active
ACC21830,CUST13014,Savings,2024-07-04,217390.84,Closed
ACC21831,CUST13421,Salary,2026-07-06,57759.23,Active
ACC21832,CUST13392,Savings,2022-03-16,530984.7,Active
ACC21833,CUST13779,Savings,2024-04-11,31069.72,Active
ACC21834,CUST12744,Premium Savings,2026-04-11,36226.2,Active
ACC21835,CUST12766,Current,2023-10-22,20900.74,Closed
ACC21836,CUST11097,Savings,2024-05-12,65381.89,Active
ACC21837,CUST13929,Premium Savings,2021-10-22,42973.2,Dormant
ACC21838,CUST14940,Salary,2026-07-09,75226.61,Active
ACC21839,CUST10173,Salary,2021-12-11,81340.51,Active
ACC21840,CUST14369,Savings,2022-06-10,21874.25,Active
ACC21841,CUST12167,Premium Savings,2026-05-26,14519.99,Active
ACC21842,CUST13886,Savings,2025-01-24,37532.42,Active
ACC21843,CUST14775,Savings,2024-07-21,6161.26,Active
ACC21844,CUST13516,Savings,2026-04-07,52678.39,Active
ACC21845,CUST13842,Premium Savings,2021-05-15,15137.22,Active
ACC21846,CUST12923,Savings,2024-11-10,18404.7,Active
ACC21847,CUST11609,Savings,2021-11-11,160918.44,Active
ACC21848,CUST10186,Salary,2026-03-26,84411.76,Active
ACC21849,CUST11610,Premium Savings,2023-09-04,14123.53,Inactive
ACC21850,CUST11096,Current,2022-11-11,29336.69,Active
ACC21851,CUST11731,Savings,2025-09-04,21577.65,Active
ACC21852,CUST11219,Savings,2021-07-05,27631.34,Active
ACC21853,CUST14242,Savings,2022-02-27,83020.56,Active
ACC21854,CUST14546,Current,2022-01-22,154347.55,Active
ACC21855,CUST14960,Salary,2021-12-17,78431.54,Active
ACC21856,CUST11123,Savings,2024-11-07,18427.96,Active
ACC21857,CUST12125,Savings,2022-11-02,162148.12,Active
ACC21858,CUST13368,Savings,2021-12-15,32148.42,Active
ACC21859,CUST12335,Savings,2023-03-17,641608.79,Active
ACC21860,CUST14079,Savings,2023-04-26,159771.76,Active
ACC21861,CUST12233,Salary,2021-06-12,65697.72,Active
ACC21862,CUST13636,Savings,2024-10-24,187476.24,Inactive
ACC21863,CUST12800,Savings,2024-06-16,258450.22,Active
ACC21864,CUST14408,Premium Savings,2021-06-05,14617.2,Inactive
ACC21865,CUST11042,Savings,2021-06-18,60628.19,Active
ACC21866,CUST14929,Savings,2025-06-30,45961.46,Active
ACC21867,CUST13261,Savings,2024-05-02,34148.75,Active
ACC21868,CUST12164,Current,2025-04-30,101577.46,Active
ACC21869,CUST10137,Salary,2026-02-07,67202.68,Dormant
ACC21870,CUST11623,Current,2023-11-12,70692.94,Active
ACC21871,CUST12350,Savings,2026-07-15,53072.94,Active
ACC21872,CUST12802,Current,2024-12-28,8448.31,Active
ACC21873,CUST11145,Salary,2024-03-25,292537.65,Active
ACC21874,CUST13586,Salary,2025-08-08,50074.89,Active
ACC21875,CUST14738,Current,2022-06-21,16305.14,Active
ACC21876,CUST11372,Salary,2025-12-11,34724.01,Active
ACC21877,CUST10131,Salary,2023-04-20,20277.26,Active
ACC21878,CUST12156,Savings,2025-02-19,10527.51,Active
ACC21879,CUST14992,Salary,2022-07-01,33407.83,Active
ACC21880,CUST11292,Savings,2026-01-29,14929.0,Inactive
ACC21881,CUST14116,Savings,2024-10-24,177022.69,Active
ACC21882,CUST13036,Savings,2021-11-15,144078.53,Active
ACC21883,CUST12493,Savings,2025-04-30,15363.35,Active
ACC21885,CUST13918,Savings,2025-12-02,77623.95,Active
ACC21886,CUST14641,Salary,2024-01-17,48699.47,Active
ACC21887,CUST10689,Savings,2024-08-23,65026.74,Active
ACC21888,CUST13646,Current,2025-04-27,76717.07,Active
ACC21889,CUST13414,Current,2022-04-09,118086.72,Active
ACC21890,CUST10603,Current,2022-03-18,76681.35,Active
ACC21891,CUST11586,Savings,2022-03-25,84082.3,Active
ACC21892,CUST14198,Savings,2021-08-20,104410.11,Active
ACC21893,CUST11493,Savings,2022-06-11,45249.49,Active
ACC21894,CUST14112,Current,2024-06-10,110505.8,Active
ACC21895,CUST11875,Savings,2023-02-16,126308.89,Active
ACC21896,CUST13858,Premium Savings,2024-02-26,369105.51,Active
ACC21897,CUST12227,Savings,2022-09-19,53421.7,Active
ACC21898,CUST10352,Salary,2025-09-29,306497.69,Active
ACC21899,CUST13592,Salary,2022-10-27,76493.7,Dormant
ACC21900,CUST11887,Current,2024-01-04,82265.96,Active
ACC21901,CUST10257,Savings,2025-03-19,26550.6,Active
ACC21902,CUST11124,Savings,2025-11-18,469573.97,Dormant
ACC21903,CUST10582,Premium Savings,2023-10-17,47035.19,Active
ACC21904,CUST13203,Savings,2023-04-24,37876.14,Closed
ACC21905,CUST14899,Premium Savings,2022-08-15,152818.06,Active
ACC21906,CUST10467,Current,2021-02-05,34096.17,Active
ACC21907,CUST10976,Savings,2026-05-03,37768.46,Active
ACC21908,CUST13173,Savings,2026-05-10,22468.34,Closed
ACC21909,CUST14939,Savings,2023-04-20,56271.66,Active
ACC21910,CUST13773,Current,2025-01-15,13452.24,Active
ACC21911,CUST11211,Salary,2023-11-30,20574.16,Active
ACC21912,CUST13642,Savings,2021-03-21,64980.3,Dormant
ACC21913,CUST10777,Savings,2024-09-16,12510.44,Inactive
ACC21914,CUST11051,Salary,2022-03-01,124043.3,Closed
ACC21915,CUST13683,Savings,2025-09-20,22829.61,Dormant
ACC21916,CUST10924,Salary,2021-09-01,155604.6,Active
ACC21917,CUST12887,Savings,2022-07-27,118473.74,Active
ACC21918,CUST10497,Savings,2022-04-25,45249.49,Active
ACC21919,CUST14682,Savings,2025-02-26,45249.49,Active
ACC21920,CUST13412,Salary,2021-12-19,40260.54,Active
ACC21921,CUST13784,Savings,2025-07-05,86503.93,Active
ACC21922,CUST13050,Savings,2021-06-25,102792.62,Active
ACC21923,CUST11841,Savings,2024-09-30,25433.16,Active
ACC21924,CUST11514,Salary,2021-01-02,11317.73,Active
ACC21925,CUST12021,Current,2024-08-06,25337.61,Active
ACC21926,CUST12429,Salary,2022-08-03,20500.92,Active
ACC21927,CUST13186,Premium Savings,2024-04-30,39716.46,Active
ACC21928,CUST14596,Current,2023-05-27,42970.72,Active
ACC21929,CUST11062,Savings,2024-05-09,21132.57,Inactive
ACC21930,CUST11146,Savings,2023-07-14,21645.68,Active
ACC21931,CUST10777,Salary,2021-06-11,23846.95,Active
ACC21932,CUST11369,Savings,2022-12-29,52336.26,Active
ACC21933,CUST14546,Salary,2025-03-23,116331.27,Active
ACC21934,CUST14431,Salary,2024-04-11,15843.33,Active
ACC21935,CUST12213,Savings,2021-10-19,28781.45,Closed
ACC21936,CUST11503,Premium Savings,2024-08-13,35534.98,Dormant
ACC21937,CUST11932,Salary,2025-05-20,40840.21,Active
ACC21938,CUST10514,Current,2022-03-20,18764.97,Active
ACC21939,CUST12928,Savings,2023-09-02,35833.14,Active
ACC21940,CUST14543,Salary,2022-07-17,150095.62,Active
ACC21941,CUST11392,Savings,2025-02-05,27368.57,Active
ACC21942,CUST13697,Savings,2022-01-18,45249.38,Active
ACC21943,CUST14692,Savings,2022-02-27,65009.6,Dormant
ACC21944,CUST12081,Salary,2023-11-08,406285.48,Active
ACC21945,CUST12178,Current,2021-06-14,25219.6,Active
ACC21946,CUST11511,Savings,2024-02-13,81398.92,Active
ACC21947,CUST13329,Savings,2023-07-03,21693.39,Dormant
ACC21948,CUST13772,Current,2021-04-06,29863.35,Active
ACC21949,CUST13252,Salary,2025-10-28,23540.53,Closed
ACC21950,CUST13853,Savings,2022-04-02,110311.76,Dormant
ACC21951,CUST10176,Savings,2023-09-16,47328.53,Active
ACC21952,CUST11738,Current,2026-06-24,103603.07,Closed
ACC21953,CUST13781,Salary,2026-07-07,111266.77,Dormant
ACC21954,CUST14981,Savings,2026-03-19,87310.56,Active
ACC21955,CUST10339,Savings,2026-08-13,38498.94,Active
ACC21956,CUST13500,Salary,2025-11-12,72192.99,Active
ACC21957,CUST10544,Premium Savings,2025-11-27,103120.77,Active
ACC21958,CUST14469,Premium Savings,2021-05-16,29710.89,Active
ACC21959,CUST13480,Savings,2022-06-07,19570.97,Dormant
ACC21960,CUST11703,Current,2025-07-04,60670.66,Active
ACC21961,CUST13853,Savings,2025-08-15,22162.4,Active
ACC21962,CUST13803,Savings,2022-07-25,147232.67,Active
ACC21963,CUST14735,Premium Savings,2023-05-11,100943.93,Active
ACC21964,CUST11278,Salary,2025-11-29,61363.25,Active
ACC21965,CUST11776,Savings,2024-08-08,13355.65,Dormant
ACC21966,CUST10712,Premium Savings,2022-02-23,131551.54,Active
ACC21967,CUST12535,Savings,2022-11-28,55224.24,Active
ACC21968,CUST13272,Current,2023-06-06,323109.45,Closed
ACC21969,CUST11943,Current,2021-11-08,16383.59,Active
ACC21970,CUST14218,Current,2021-09-18,26061.88,Active
ACC21971,CUST13725,Savings,2026-06-27,5508.09,Active
ACC21972,CUST11437,Salary,2024-01-21,45830.89,Active
ACC21973,CUST14785,Premium Savings,2022-12-21,10125.19,Active
ACC21974,CUST12725,Savings,2025-07-07,16542.46,Closed
ACC21975,CUST10898,Savings,2021-08-27,104444.22,Inactive
ACC21976,CUST14896,Premium Savings,2024-01-03,14802.1,Active
ACC21977,CUST14143,Current,2021-07-03,81991.83,Inactive
ACC21978,CUST13577,Savings,2026-04-15,21202.41,Dormant
ACC21979,CUST13996,Current,2026-02-08,31287.97,Active
ACC21980,CUST14989,Savings,2024-11-19,260957.0,Closed
ACC21981,CUST11040,Savings,2023-03-03,41108.06,Inactive
ACC21982,CUST11911,Current,2023-04-15,51404.27,Dormant
ACC21983,CUST10177,Savings,2026-01-28,32885.71,Inactive
ACC21984,CUST13975,Current,2022-06-07,5883.57,Active
ACC21985,CUST12377,Current,2021-09-01,49174.35,Active
ACC21986,CUST13431,Savings,2026-04-25,174100.89,Inactive
ACC21987,CUST13632,Current,2025-08-29,36148.02,Inactive
ACC21988,CUST12643,Savings,2023-12-19,17717.16,Active
ACC21989,CUST11601,Savings,2021-01-01,45124.58,Active
ACC21990,CUST14661,Salary,2022-08-15,201400.02,Active
ACC21991,CUST14318,Savings,2024-12-26,42961.67,Active
ACC21992,CUST12204,Savings,2025-04-06,7788.84,Active
ACC21993,CUST14199,Savings,2024-06-15,26334.88,Active
ACC21994,CUST13247,Salary,2022-04-12,34860.59,Dormant
ACC21995,CUST10419,Savings,2024-05-18,87387.23,Active
ACC21996,CUST13096,Savings,2023-04-21,72675.08,Active
ACC21997,CUST10969,Savings,2023-12-24,320707.2,Inactive
ACC21998,CUST14632,Salary,2022-09-03,68151.85,Active
ACC21999,CUST10235,Savings,2025-08-04,225745.6,Dormant
ACC22000,CUST10601,Savings,2025-12-10,31010.86,Active
ACC22001,CUST14723,Savings,2024-04-19,5744.36,Dormant
ACC22002,CUST12734,Savings,2025-12-28,72025.03,Active
ACC22003,CUST14360,Savings,2023-11-16,121295.99,Active
ACC22004,CUST13572,Savings,2023-03-27,39010.42,Active
ACC22005,CUST12016,Premium Savings,2022-05-24,2505.26,Active
ACC22006,CUST13984,Current,2025-09-15,34144.11,Active
ACC22007,CUST13564,Premium Savings,2025-01-22,18289.38,Active
ACC22008,CUST13240,Savings,2023-01-11,50853.75,Active
ACC22009,CUST12348,Savings,2021-08-21,70176.38,Active
ACC22010,CUST12109,Savings,2022-02-03,90481.07,Active
ACC22011,CUST10640,Premium Savings,2024-04-24,14591.31,Active
ACC22012,CUST10669,Savings,2025-11-14,95603.15,Active
ACC22013,CUST10225,Current,2022-06-17,115795.52,Active
ACC22014,CUST13972,Savings,2026-05-10,209212.71,Inactive
ACC22015,CUST12259,Current,2025-12-08,64623.4,Inactive
ACC22016,CUST13093,Premium Savings,2025-06-26,31958.28,Active
ACC22017,CUST10005,Savings,2025-05-19,50015.44,Active
ACC22018,CUST10057,Salary,2025-04-27,76567.3,Active
ACC22019,CUST11831,Current,2022-05-10,12466.26,Active
ACC22020,CUST10106,Salary,2025-12-10,139634.77,Active
ACC22021,CUST10079,Salary,2025-10-07,16852.84,Closed
ACC22022,CUST11590,Savings,2025-07-17,20061.79,Active
ACC22023,CUST10995,Savings,2023-11-08,70707.18,Inactive
ACC22024,CUST12439,Salary,2024-02-20,68461.85,Active
ACC22025,CUST14120,Savings,2024-11-25,58773.28,Inactive
ACC22026,CUST12527,Savings,2025-06-25,44374.12,Active
ACC22027,CUST14153,Premium Savings,2021-09-20,64751.52,Inactive
ACC22028,CUST10689,Salary,2022-10-28,22937.09,Active
ACC22029,CUST14791,Savings,2026-04-28,65821.78,Active
ACC22030,CUST10910,Savings,2025-07-27,159296.76,Active
ACC22031,CUST12344,Savings,2022-01-17,57029.3,Active
ACC22032,CUST13238,Salary,2022-04-24,202755.14,Active
ACC22033,CUST10699,Savings,2023-09-06,44736.98,Active
ACC22034,CUST13575,Salary,2023-01-28,20229.17,Active
ACC22035,CUST13485,Current,2026-04-03,3161.68,Active
ACC22036,CUST14810,Savings,2026-06-01,18740.74,Active
ACC22037,CUST10677,Savings,2022-12-22,19838.22,Active
ACC22038,CUST12629,Savings,2021-07-28,19496.95,Active
ACC22039,CUST11654,Savings,2024-02-22,57721.07,Active
ACC22040,CUST12627,Savings,2021-07-22,35316.43,Active
ACC22041,CUST12929,Premium Savings,2025-02-10,130992.15,Dormant
ACC22042,CUST10133,Salary,2026-07-07,40755.19,Dormant
ACC22043,CUST13017,Salary,2022-03-17,61843.99,Active
ACC22044,CUST13863,Savings,2023-02-21,127646.33,Active
ACC22045,CUST14029,Premium Savings,2025-04-04,337264.67,Active
ACC22046,CUST13179,Savings,2021-02-28,161370.34,Active
ACC22047,CUST13666,Savings,2025-02-28,358079.37,Active
ACC22048,CUST12231,Savings,2021-12-02,6975.39,Closed
ACC22049,CUST11137,Savings,2023-12-03,242335.07,Active
ACC22050,CUST14352,Savings,2026-01-03,421092.11,Closed
ACC22051,CUST14234,Salary,2023-10-12,9339.19,Active
ACC22052,CUST12198,Savings,2021-10-07,7059.55,Active
ACC22053,CUST12855,Premium Savings,2023-03-05,92943.38,Dormant
ACC22054,CUST14645,Savings,2025-05-18,142091.14,Active
ACC22055,CUST14395,Premium Savings,2025-06-05,54376.64,Active
ACC22056,CUST13100,Current,2025-01-07,38127.78,Active
ACC22057,CUST14367,Savings,2026-04-17,129312.37,Active
ACC22058,CUST12775,Salary,2022-08-12,28279.87,Active
ACC22059,CUST14415,Salary,2021-02-02,72900.15,Dormant
ACC22060,CUST13861,Salary,2024-07-30,41678.72,Active
ACC22061,CUST11148,Savings,2021-06-08,172252.04,Active
ACC22062,CUST13460,Savings,2026-04-10,8279.12,Active
ACC22063,CUST13417,Savings,2025-08-30,18122.44,Inactive
ACC22064,CUST14778,Current,2021-07-09,55235.35,Active
ACC22065,CUST12409,Premium Savings,2024-11-06,101631.08,Active
ACC22066,CUST11668,Premium Savings,2025-10-21,35851.93,Active
ACC22067,CUST14924,Savings,2026-01-30,143659.14,Inactive
ACC22068,CUST13715,Salary,2022-08-02,64349.82,Active
ACC22069,CUST13697,Premium Savings,2025-12-29,67736.89,Active
ACC22070,CUST11993,Savings,2026-03-28,23824.8,Active
ACC22071,CUST13383,Savings,2022-08-13,54554.04,Inactive
ACC22072,CUST14864,Savings,2026-05-22,67964.38,Active
ACC22073,CUST13505,Current,2026-06-23,129065.22,Active
ACC22074,CUST14704,Current,2025-04-04,85990.39,Active
ACC22075,CUST14826,Savings,2025-01-27,21489.49,Active
ACC22076,CUST12415,Salary,2026-01-29,15585.67,Active
ACC22077,CUST12376,Premium Savings,2026-05-27,38014.22,Active
ACC22078,CUST13973,Savings,2021-06-05,90310.97,Inactive
ACC22079,CUST11624,Savings,2025-08-12,49133.86,Active
ACC22080,CUST10491,Savings,2024-03-27,55561.31,Active
ACC22081,CUST14841,Current,2026-05-29,45069.9,Active
ACC22082,CUST11547,Savings,2026-01-17,68421.39,Active
ACC22083,CUST13840,Savings,2026-06-29,92320.64,Active
ACC22084,CUST11057,Savings,2026-02-14,131670.87,Active
ACC22085,CUST10333,Salary,2024-05-06,119693.17,Active
ACC22086,CUST13110,Savings,2021-06-23,94947.28,Inactive
ACC22087,CUST13807,Current,2023-08-22,24964.47,Active
ACC22088,CUST11242,Savings,2022-08-12,70289.05,Active
ACC22089,CUST12722,Savings,2026-05-08,100274.44,Active
ACC22090,CUST14309,Savings,2025-06-18,154534.05,Active
ACC22091,CUST12645,Savings,2026-03-10,78295.99,Active
ACC22092,CUST10027,Salary,2023-01-12,171438.2,Active
ACC22093,CUST13716,Premium Savings,2021-02-15,27597.97,Active
ACC22094,CUST13450,Savings,2023-01-12,157937.94,Inactive
ACC22095,CUST12777,Salary,2022-01-14,69433.73,Active
ACC22096,CUST10249,Premium Savings,2025-01-18,198570.27,Active
ACC22097,CUST14551,Premium Savings,2024-08-02,579033.13,Active
ACC22098,CUST12589,Salary,2025-08-25,12078.48,Active
ACC22099,CUST13944,Savings,2025-01-16,134355.71,Active
ACC22100,CUST14148,Current,2022-08-10,26648.34,Active
ACC22101,CUST11354,Savings,2022-07-30,91444.47,Active
ACC22102,CUST11633,Savings,2023-11-12,7617.95,Active
ACC22103,CUST11008,Savings,2025-01-08,80454.91,Active
ACC22104,CUST10982,Premium Savings,2025-12-18,73203.9,Active
ACC22105,CUST10495,Savings,2025-07-27,25807.63,Active
ACC22106,CUST13392,Savings,2026-01-26,30335.25,Active
ACC22107,CUST10406,Current,2024-02-04,138836.27,Active
ACC22108,CUST11202,Current,2023-08-17,71366.56,Active
ACC22109,CUST14889,Current,2023-06-18,6253.09,Active
ACC22110,CUST14016,Premium Savings,2023-04-20,25351.74,Active
ACC22111,CUST10079,Current,2022-05-26,11796.29,Active
